number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
3	pNRT21_LUC_1mM_N4_luc.tif:0217-0196	2644	353.921	935768	324	935768	330.637	seedling91	pNRT2.1:LUC	1mM	plate12
4	pNRT21_LUC_1mM_N4_luc.tif:0214-0234	2572	356.906	917962	323	917962	320.488	seedling92	pNRT2.1:LUC	1mM	plate12
5	pNRT21_LUC_1mM_N4_luc.tif:0202-0300	2277	348.238	792937	320	792937	284.076	seedling93	pNRT2.1:LUC	1mM	plate12
6	pNRT21_LUC_1mM_N4_luc.tif:0207-0348	2594	366.221	949977	332	949977	324.303	seedling94	pNRT2.1:LUC	1mM	plate12
7	pNRT21_LUC_1mM_N4_luc.tif:0178-0385	1977	338.161	668544	313	668544	246.034	seedling95	pNRT2.1:LUC	1mM	plate12
8	pNRT21_LUC_1mM_N4_luc.tif:0214-0425	2388	343.964	821386	312	821386	298.067	seedling96	pNRT2.1:LUC	1mM	plate12
9	pNRT21_LUC_1mM_N4_luc.tif:0345-0112	1789	275.968	493707	276	493707	229.418	background	pNRT2.1:LUC	1mM	plate12
10	pNRT21_LUC_1mM_N4_luc.tif:0349-0037	1974	273.271	539437	273	539437	245.677	background	pNRT2.1:LUC	1mM	plate12
11	pNRT21_LUC_1mM_N4_luc.tif:0356-0271	1896	277.111	525403	277	525403	235.961	background	pNRT2.1:LUC	1mM	plate12
1	pNRT21_LUC_10mM_N1_luc.tif:0189-0056	2291	297.326	681173	279	681173	286.046	seedling97	pNRT2.1:LUC	10mM	plate13
2	pNRT21_LUC_10mM_N1_luc.tif:0218-0101	2521	326.206	822365	287	822365	315.955	seedling98	pNRT2.1:LUC	10mM	plate13
3	pNRT21_LUC_10mM_N1_luc.tif:0197-0233	2410	302.908	730008	281	730008	301.487	seedling99	pNRT2.1:LUC	10mM	plate13
4	pNRT21_LUC_10mM_N1_luc.tif:0217-0342	2699	326.332	880770	288	880770	336.386	seedling100	pNRT2.1:LUC	10mM	plate13
5	pNRT21_LUC_10mM_N1_luc.tif:0211-0416	2481	331.146	821574	293	821574	309.597	seedling101	pNRT2.1:LUC	10mM	plate13
6	pNRT21_LUC_10mM_N1_luc.tif:0211-0459	2705	320.473	866879	292	866879	337.059	seedling102	pNRT2.1:LUC	10mM	plate13
7	pNRT21_LUC_10mM_N1_luc.tif:0400-0161	1258	273.808	344451	274	344451	156.162	background	pNRT2.1:LUC	10mM	plate13
8	pNRT21_LUC_10mM_N1_luc.tif:0393-0266	1546	274.235	423967	274	423967	192.75	background	pNRT2.1:LUC	10mM	plate13
9	pNRT21_LUC_10mM_N1_luc.tif:0386-0382	1592	274.682	437294	275	437294	198.325	background	pNRT2.1:LUC	10mM	plate13
1	pNRT21_LUC_10mM_N2_luc.tif:0149-0048	1899	314.508	597250	286	597250	236.723	seedling103	pNRT2.1:LUC	10mM	plate14
2	pNRT21_LUC_10mM_N2_luc.tif:0210-0157	2838	328.751	932996	293	932996	354.152	seedling104	pNRT2.1:LUC	10mM	plate14
3	pNRT21_LUC_10mM_N2_luc.tif:0210-0204	2843	351.108	998201	314	998201	354.892	seedling105	pNRT2.1:LUC	10mM	plate14
4	pNRT21_LUC_10mM_N2_luc.tif:0218-0290	2901	346.575	1005414	310	1005414	361.868	seedling106	pNRT2.1:LUC	10mM	plate14
5	pNRT21_LUC_10mM_N2_luc.tif:0187-0346	2379	315.137	749712	285	749712	296.826	seedling107	pNRT2.1:LUC	10mM	plate14
6	pNRT21_LUC_10mM_N2_luc.tif:0201-0378	2729	320.656	875071	290	875071	340.747	seedling108	pNRT2.1:LUC	10mM	plate14
7	pNRT21_LUC_10mM_N2_luc.tif:0196-0447	2592	324.836	841974	296	841974	323.354	seedling109	pNRT2.1:LUC	10mM	plate14
8	pNRT21_LUC_10mM_N2_luc.tif:0352-0116	1856	275.064	510518	275	510518	231.212	background	pNRT2.1:LUC	10mM	plate14
9	pNRT21_LUC_10mM_N2_luc.tif:0357-0246	1902	276.022	524994	276	524994	237.269	background	pNRT2.1:LUC	10mM	plate14
10	pNRT21_LUC_10mM_N2_luc.tif:0357-0400	1932	276.017	533264	276	533264	239.815	background	pNRT2.1:LUC	10mM	plate14
1	pNRT21_LUC_10mM_N3_luc.tif:0196-0012	2014	303.976	612207	284	612207	255.84	seedling110	pNRT2.1:LUC	10mM	plate15
2	pNRT21_LUC_10mM_N3_luc.tif:0223-0065	2492	307.998	767531	285	767531	310.13	seedling111	pNRT2.1:LUC	10mM	plate15
3	pNRT21_LUC_10mM_N3_luc.tif:0203-0128	2385	304.358	725893	282	725893	297.155	seedling112	pNRT2.1:LUC	10mM	plate15
4	pNRT21_LUC_10mM_N3_luc.tif:0224-0182	2785	309.579	862177	285	862177	347.189	seedling113	pNRT2.1:LUC	10mM	plate15
5	pNRT21_LUC_10mM_N3_luc.tif:0225-0246	2665	318.706	849352	287	849352	332.328	seedling114	pNRT2.1:LUC	10mM	plate15
6	pNRT21_LUC_10mM_N3_luc.tif:0255-0336	2850	328.906	937381	294	937381	355.066	seedling115	pNRT2.1:LUC	10mM	plate15
7	pNRT21_LUC_10mM_N3_luc.tif:0209-0386	2674	308.472	824855	286	824855	333.072	seedling116	pNRT2.1:LUC	10mM	plate15
8	pNRT21_LUC_10mM_N3_luc.tif:0210-0435	2479	332.785	824973	307	824973	308.962	seedling117	pNRT2.1:LUC	10mM	plate15
9	pNRT21_LUC_10mM_N3_luc.tif:0375-0284	1959	276.238	541150	276	541150	243.188	background	pNRT2.1:LUC	10mM	plate15
10	pNRT21_LUC_10mM_N3_luc.tif:0367-0109	1979	275.425	545066	275	545066	247.166	background	pNRT2.1:LUC	10mM	plate15
11	pNRT21_LUC_10mM_N3_luc.tif:0383-0427	1863	276.692	515478	277	515478	231.99	background	pNRT2.1:LUC	10mM	plate15
1	pNRT21_LUC_10mM_N4_luc.tif:0193-0045	2511	314.131	788782	285	788782	313.552	seedling118	pNRT2.1:LUC	10mM	plate16
2	pNRT21_LUC_10mM_N4_luc.tif:0198-0113	2649	316.622	838732	288	838732	330.948	seedling119	pNRT2.1:LUC	10mM	plate16
3	pNRT21_LUC_10mM_N4_luc.tif:0194-0151	2509	321.853	807530	291	807530	313.315	seedling120	pNRT2.1:LUC	10mM	plate16
4	pNRT21_LUC_10mM_N4_luc.tif:0183-0211	2448	310.878	761029	288	761029	305.507	seedling121	pNRT2.1:LUC	10mM	plate16
5	pNRT21_LUC_10mM_N4_luc.tif:0204-0268	2755	316.67	872426	287	872426	344.052	seedling122	pNRT2.1:LUC	10mM	plate16
6	pNRT21_LUC_10mM_N4_luc.tif:0196-0335	2555	306.369	782772	283	782772	318.966	seedling123	pNRT2.1:LUC	10mM	plate16
7	pNRT21_LUC_10mM_N4_luc.tif:0200-0394	2616	320.609	838714	290	838714	326.816	seedling124	pNRT2.1:LUC	10mM	plate16
8	pNRT21_LUC_10mM_N4_luc.tif:0210-0449	2727	321.462	876628	290	876628	340.052	seedling125	pNRT2.1:LUC	10mM	plate16
9	pNRT21_LUC_10mM_N4_luc.tif:0340-0362	2029	276.468	560954	276	560954	252.182	background	pNRT2.1:LUC	10mM	plate16
10	pNRT21_LUC_10mM_N4_luc.tif:0338-0237	2050	276.216	566242	276	566242	255.706	background	pNRT2.1:LUC	10mM	plate16
11	pNRT21_LUC_10mM_N4_luc.tif:0340-0086	2110	275.191	580652	275	580652	262.852	background	pNRT2.1:LUC	10mM	plate16
