number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
1	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0203-0054	2233	301.794	673905	293	673905	278.096	seedling9	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
2	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0202-0108	2485	328.853	817199	307	817199	309.591	seedling10	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
3	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0227-0157	2961	317.346	939661	305	939661	368.876	seedling11	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
4	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0191-0222	2344	313.245	734246	301	734246	292.16	seedling12	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
5	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0144-0259	1688	301.413	508785	291	508785	210.19	seedling13	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
6	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0199-0323	2579	310.489	800751	297	800751	321.529	seedling14	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
7	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0225-0367	2872	328.32	942935	315	942935	358.618	seedling15	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
8	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0230-0434	2992	329.325	985341	307	985341	373.528	seedling16	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
9	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0369-0271	1861	283.509	527611	284	527611	231.677	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
10	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0369-0411	1867	284.152	530512	284	530512	233.021	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
11	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N2_luc.tif:0361-0092	1775	283.474	503167	283	503167	221.591	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T6
1	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0189-0055	2317	301.224	697937	292	697937	288.905	seedling17	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
2	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0232-0105	2920	321.225	937978	303	937978	364.323	seedling18	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
3	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0185-0160	2275	310.43	706229	301	706229	283.254	seedling19	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
4	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0213-0215	2802	328.071	919255	315	919255	350.255	seedling20	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
5	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0179-0263	2582	327.794	846363	312	846363	321.835	seedling21	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
6	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0210-0313	2709	341.781	925886	318	925886	337.646	seedling22	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
7	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0192-0371	2318	349.826	810897	322	810897	289.066	seedling23	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
8	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0190-0419	2287	321.342	734910	303	734910	284.575	seedling24	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
9	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0324-0462	2151	284.057	611007	284	611007	267.957	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
10	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0328-0349	2191	284.901	624218	285	624218	272.561	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
11	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N3_luc.tif:0343-0247	2316	284.483	658862	284	658862	288.259	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T6
1	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0191-0072	2255	308.306	695230	296	695230	281.21	seedling25	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
2	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0170-0125	2136	307.991	657868	297	657868	265.537	seedling26	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
4	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0157-0226	1909	301.197	574985	295	574985	237.548	seedling28	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
6	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0182-0333	2327	320.226	745166	306	745166	289.752	seedling30	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
7	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0146-0382	1728	311.41	538116	296	538116	214.657	seedling31	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
9	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0343-0454	2065	284.103	586673	284	586673	257.399	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
10	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0351-0304	2096	284.38	596061	284	596061	260.451	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
11	20230730_AV_30_starvation_T6_1mM_0mM_1mM_N4_luc.tif:0341-0057	2000	282.726	565451	283	565451	248.672	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T6
1	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0179-0076	2005	316.146	633872	298	633872	250.177	seedling33	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
2	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0230-0117	3043	355.501	1081790	319	1081790	379.942	seedling34	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
3	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0226-0167	2886	377.371	1089092	340	1089092	359.245	seedling35	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
4	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0154-0234	1644	318.293	523273	300	523273	205.125	seedling36	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
5	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0175-0284	1929	340.188	656223	311	656223	240.197	seedling37	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
6	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0232-0331	2787	415.576	1158210	370	1158210	347.613	seedling38	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
7	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0243-0378	2937	416.474	1223185	363	1223185	366.008	seedling39	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
8	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0231-0424	2780	385.226	1070928	338	1070928	347.106	seedling40	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
9	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0343-0457	2067	286.055	591276	286	591276	257.457	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
10	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0329-0256	2274	286.609	651748	287	651748	282.999	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
11	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N5_luc.tif:0339-0065	2236	283.796	634568	284	634568	278.663	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T6
1	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0238-0055	2847	357.917	1018990	314	1018990	353.521	seedling41	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
2	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0218-0115	2578	355.703	917002	321	917002	321.349	seedling42	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
3	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0223-0167	2749	384.018	1055665	334	1055665	343.534	seedling43	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
4	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0153-0219	1712	331.87	568161	312	568161	213.348	seedling44	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
5	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0195-0266	2255	360.591	813133	327	813133	280.93	seedling45	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
6	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0221-0323	2840	349.612	992899	322	992899	354.152	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
7	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0162-0361	1791	322.535	577661	304	577661	223.603	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
8	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0227-0409	2891	358.512	1036457	319	1036457	360.656	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
9	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0298-0441	2537	284.942	722899	285	722899	316.078	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
10	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0328-0246	2578	285.782	736745	286	736745	321.479	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
11	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0347-0092	2215	285.603	632611	286	632611	276.097	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
1	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0183-0074	2019	317.249	640526	299	640526	251.64	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
2	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0213-0113	2657	353.049	938050	324	938050	331.566	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
3	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0223-0176	2881	384.852	1108760	351	1108760	359.753	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
4	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0227-0224	2862	359.892	1030011	331	1030011	357.666	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
5	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0206-0279	2540	336.195	853936	314	853936	315.832	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
6	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0175-0342	2115	334.006	706423	309	706423	263.476	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
7	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0186-0389	2304	341.494	786803	314	786803	287.462	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
8	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0214-0427	2528	391.534	989798	334	989798	315.479	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
9	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0353-0319	1980	284.585	563479	285	563479	246.351	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
10	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0373-0058	2403	282.997	680041	283	680041	299.638	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
11	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0346-0154	2143	285.286	611367	285	611367	266.755	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
1	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0241-0060	2563	333.865	855695	310	855695	320.702	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
2	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0247-0107	2914	364.414	1061901	325	1061901	363.941	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
3	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0231-0165	2904	360.373	1046522	326	1046522	362.134	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
4	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0224-0215	2840	372.793	1058731	331	1058731	354.59	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
5	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0205-0273	2561	348.585	892726	324	892726	319.275	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
6	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0206-0330	2553	348.887	890709	322	890709	318.753	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
7	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0228-0378	2875	370.348	1064751	331	1064751	359.094	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
8	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0227-0419	2833	351.067	994574	319	994574	353.078	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
9	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0332-0454	2217	284.725	631235	285	631235	276.119	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
10	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0354-0310	2022	285.262	576800	285	576800	251.109	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
11	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0347-0246	2121	285.489	605523	285	605523	264.166	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
1	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0219-0074	2830	290.912	823280	286	823280	352.885	seedling65	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
2	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0203-0117	2584	286.578	740517	284	740517	322.094	seedling66	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
3	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0214-0157	2787	289.248	806135	285	806135	347.364	seedling67	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
4	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0217-0215	2895	291.384	843556	286	843556	360.99	seedling68	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
5	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0198-0273	2663	288.409	768034	285	768034	331.473	seedling69	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
6	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0217-0310	2985	289.85	865202	286	865202	372.286	seedling70	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
7	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0180-0378	2146	287.666	617332	285	617332	267.243	seedling71	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
8	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0228-0417	3037	293.165	890342	287	890342	378.78	seedling72	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
9	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0386-0401	2166	282.249	611351	282	611351	269.734	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
10	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0331-0253	2525	282.192	712536	282	712536	314.508	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
11	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N9_luc.tif:0355-0042	2063	280.335	578332	280	578332	257.037	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T6
1	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0202-0061	2293	288.47	661462	285	661462	286.327	seedling73	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
2	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0205-0107	2613	290.334	758644	286	758644	325.975	seedling74	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
3	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0197-0158	2458	289.791	712306	285	712306	306.022	seedling75	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
4	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0180-0218	2241	288.146	645735	285	645735	278.503	seedling76	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
5	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0217-0269	2856	293.455	838108	287	838108	356.138	seedling77	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
6	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0216-0325	2809	291.425	818613	287	818613	350.114	seedling78	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
7	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0218-0376	2830	292.567	827966	287	827966	353.048	seedling79	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
8	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0190-0432	2305	290.11	668703	286	668703	287.21	seedling80	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
9	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0332-0454	2304	282.412	650677	282	650677	287.176	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
10	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0344-0234	2173	282.288	613411	282	613411	270.674	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
11	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N10_luc.tif:0345-0068	2305	281.01	647727	281	647727	287.282	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T6
1	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0229-0056	2882	290.578	837445	285	837445	359.113	seedling81	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
2	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0200-0103	2610	288.188	752171	285	752171	325.475	seedling82	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
3	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0186-0150	2357	288.032	678892	284	678892	293.506	seedling83	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
4	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0167-0191	2106	286.875	604159	284	604159	261.975	seedling84	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
5	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0230-0249	3044	290.908	885524	286	885524	379.734	seedling85	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
6	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0224-0293	3102	293.721	911123	288	911123	387.175	seedling86	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
7	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0193-0350	2417	289.614	699998	286	699998	301.49	seedling87	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
8	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0202-0421	2391	290.791	695281	286	695281	297.671	seedling88	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
9	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0344-0387	2315	282.146	653168	282	653168	288.474	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
10	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0335-0220	2401	281.955	676974	282	676974	298.855	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
11	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N11_luc.tif:0331-0134	2377	281.956	670210	282	670210	296.112	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T6
1	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0168-0062	1732	287.819	498502	284	498502	215.533	seedling89	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
2	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0168-0102	1861	288.847	537545	285	537545	231.801	seedling90	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
3	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0218-0150	2867	292.104	837463	286	837463	357.457	seedling91	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
4	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0193-0218	2356	288.002	678532	285	678532	293.507	seedling92	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
5	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0191-0259	2353	288.314	678402	284	678402	293.341	seedling93	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
6	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0228-0316	2945	292.154	860394	286	860394	366.843	seedling94	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
7	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0170-0360	1961	289.52	567749	285	567749	244.246	seedling95	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
8	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0167-0432	1748	292.304	510948	286	510948	218.294	seedling96	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
9	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0317-0393	2230	281.728	628254	282	628254	277.534	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
10	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0345-0280	2196	281.704	618622	282	618622	273.052	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
11	20230730_AV_30_starvation_T6_1mM_0mM_0mM_N12_luc.tif:0339-0128	2142	281.662	603320	282	603320	266.219	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T6
