number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
1	20230724_AV_30_starvation_1mM_N3_luc.tif:0125-0132	1062	433.193	460051	369	460051	131.97	seedling16	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
1	20230724_AV_30_starvation_1mM_N2_luc.tif:0395-0437	1000	286.327	286327	286	286327	124.08	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
2	20230724_AV_30_starvation_1mM_N2_luc.tif:0414-0345	973	286.225	278497	286	278497	120.272	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
3	20230724_AV_30_starvation_1mM_N2_luc.tif:0418-0192	916	286.357	262303	286	262303	113.542	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T0
1	20230724_AV_30_starvation_1mM_N3_luc.tif:0123-0304	1010	366.521	370186	332	370186	124.48	seedling17	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
2	20230724_AV_30_starvation_1mM_N3_luc.tif:0249-0074	1073	384.132	412174	334	412174	133.396	seedling18	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
3	20230724_AV_30_starvation_1mM_N3_luc.tif:0240-0158	917	339.491	311313	324	311313	113.708	seedling19	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
4	20230724_AV_30_starvation_1mM_N3_luc.tif:0249-0246	1092	455.94	497886	400	497886	135.251	seedling20	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
5	20230724_AV_30_starvation_1mM_N3_luc.tif:0244-0353	1038	351.126	364469	333	364469	129.62	seedling21	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
6	20230724_AV_30_starvation_1mM_N3_luc.tif:0248-0425	995	416.657	414574	356	414574	123.137	seedling22	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
7	20230724_AV_30_starvation_1mM_N3_luc.tif:0353-0058	764	333.734	254973	307	254973	94.188	seedling23	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
8	20230724_AV_30_starvation_1mM_N3_luc.tif:0373-0454	897	311.602	279507	296	279507	110.808	seedling24	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
9	20230724_AV_30_starvation_1mM_N3_luc.tif:0412-0312	1150	286.27	329211	286	329211	142.988	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
10	20230724_AV_30_starvation_1mM_N3_luc.tif:0416-0244	1140	286.296	326378	286	326378	141.048	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
11	20230724_AV_30_starvation_1mM_N3_luc.tif:0416-0376	1175	286.574	336724	287	336724	145.684	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T0
1	20230724_AV_30_starvation_1mM_N4_luc.tif:0111-0083	951	336.108	319639	310	319639	117.999	seedling25	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
2	20230724_AV_30_starvation_1mM_N4_luc.tif:0109-0108	862	347.129	299225	317	299225	107.339	seedling26	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
4	20230724_AV_30_starvation_1mM_N4_luc.tif:0237-0173	902	317.431	286323	307	286323	112.358	seedling28	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
6	20230724_AV_30_starvation_1mM_N4_luc.tif:0345-0271	922	327.97	302388	310	302388	114.455	seedling30	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
7	20230724_AV_30_starvation_1mM_N4_luc.tif:0344-0386	789	290.499	229204	289	229204	97.579	seedling31	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
9	20230724_AV_30_starvation_1mM_N4_luc.tif:0399-0461	952	286.247	272507	286	272507	118.474	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
10	20230724_AV_30_starvation_1mM_N4_luc.tif:0400-0345	1066	285.915	304785	286	304785	132.472	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
11	20230724_AV_30_starvation_1mM_N4_luc.tif:0409-0224	1104	286.083	315836	286	315836	137.006	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T0
1	20230724_AV_30_starvation_1mM_N5_luc.tif:0115-0079	888	310.541	275760	298	275760	110.28	seedling33	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
2	20230724_AV_30_starvation_1mM_N5_luc.tif:0141-0133	1372	431.578	592125	363	592125	171.315	seedling34	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
3	20230724_AV_30_starvation_1mM_N5_luc.tif:0111-0294	959	462.073	443128	402	443128	118.794	seedling35	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
4	20230724_AV_30_starvation_1mM_N5_luc.tif:0230-0192	805	309.709	249316	304	249316	99.766	seedling36	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
5	20230724_AV_30_starvation_1mM_N5_luc.tif:0355-0174	832	301.636	250961	297	250961	103.173	seedling37	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
6	20230724_AV_30_starvation_1mM_N5_luc.tif:0365-0206	1105	395.805	437364	353	437364	136.906	seedling38	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
7	20230724_AV_30_starvation_1mM_N5_luc.tif:0373-0242	1221	441.444	539003	383	539003	152.486	seedling39	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
8	20230724_AV_30_starvation_1mM_N5_luc.tif:0362-0339	1131	412.691	466754	358	466754	140.831	seedling40	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
9	20230724_AV_30_starvation_1mM_N5_luc.tif:0391-0438	1090	286.546	312335	287	312335	135.149	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
10	20230724_AV_30_starvation_1mM_N5_luc.tif:0403-0287	998	287.652	287077	288	287077	123.83	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
11	20230724_AV_30_starvation_1mM_N5_luc.tif:0410-0126	916	286.683	262602	287	262602	113.717	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T0
1	20230724_AV_30_starvation_1mM_N6_luc.tif:0134-0267	1110	429.983	477281	379	477281	138.68	seedling41	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
2	20230724_AV_30_starvation_1mM_N6_luc.tif:0236-0069	980	352.891	345833	311	345833	121.9	seedling42	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
3	20230724_AV_30_starvation_1mM_N6_luc.tif:0242-0415	1037	439.522	455784	389	455784	129.137	seedling43	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
4	20230724_AV_30_starvation_1mM_N6_luc.tif:0355-0196	904	297.621	269049	291	269049	111.968	seedling44	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
5	20230724_AV_30_starvation_1mM_N6_luc.tif:0358-0263	906	351.946	318863	324	318863	113.055	seedling45	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
1	20230724_AV_30_starvation_1mM_N7_luc.tif:0124-0228	1082	384.093	415589	347	415589	134.589	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
2	20230724_AV_30_starvation_1mM_N7_luc.tif:0104-0269	842	309.99	261012	299	261012	104.018	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
3	20230724_AV_30_starvation_1mM_N7_luc.tif:0119-0368	964	432.671	417095	386	417095	119.425	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
1	20230724_AV_30_starvation_1mM_N6_luc.tif:0372-0354	1016	286.201	290780	286	290780	126.089	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
2	20230724_AV_30_starvation_1mM_N6_luc.tif:0389-0464	1051	286.156	300750	286	300750	130.48	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
3	20230724_AV_30_starvation_1mM_N6_luc.tif:0415-0406	1185	286.079	339004	286	339004	146.913	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
1	20230724_AV_30_starvation_1mM_N7_luc.tif:0249-0076	963	396.939	382252	351	382252	119.485	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
2	20230724_AV_30_starvation_1mM_N7_luc.tif:0256-0210	1190	437.661	520817	392	520817	147.818	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
3	20230724_AV_30_starvation_1mM_N7_luc.tif:0249-0257	1150	439.547	505479	377	505479	143.339	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
4	20230724_AV_30_starvation_1mM_N7_luc.tif:0244-0302	1086	368.334	400011	338	400011	134.943	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
5	20230724_AV_30_starvation_1mM_N7_luc.tif:0233-0412	954	306.835	292721	297	292721	118.459	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
6	20230724_AV_30_starvation_1mM_N7_luc.tif:0361-0197	946	337.6	319370	319	319370	116.96	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
7	20230724_AV_30_starvation_1mM_N7_luc.tif:0377-0327	1046	415.26	434362	366	434362	130.012	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
8	20230724_AV_30_starvation_1mM_N7_luc.tif:0369-0392	1122	334.279	375061	307	375061	139.922	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
9	20230724_AV_30_starvation_1mM_N7_luc.tif:0393-0439	1259	286.672	360920	287	360920	156.243	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
10	20230724_AV_30_starvation_1mM_N7_luc.tif:0404-0287	1091	287.578	313748	288	313748	135.436	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
11	20230724_AV_30_starvation_1mM_N7_luc.tif:0425-0159	1276	286.918	366107	287	366107	158.206	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
1	20230724_AV_30_starvation_1mM_N8_luc.tif:0122-0184	1256	416.838	523548	355	523548	156.652	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
2	20230724_AV_30_starvation_1mM_N8_luc.tif:0113-0218	1126	409.988	461646	360	461646	139.799	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
3	20230724_AV_30_starvation_1mM_N8_luc.tif:0108-0288	1119	430.58	481819	366	481819	140.216	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
4	20230724_AV_30_starvation_1mM_N8_luc.tif:0107-0352	1049	307.445	322510	299	322510	129.936	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
5	20230724_AV_30_starvation_1mM_N8_luc.tif:0233-0248	1043	369.865	385769	338	385769	129.508	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
6	20230724_AV_30_starvation_1mM_N8_luc.tif:0250-0295	1183	459.64	543754	392	543754	146.583	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
7	20230724_AV_30_starvation_1mM_N8_luc.tif:0234-0455	1144	385.209	440679	334	440679	142.316	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
8	20230724_AV_30_starvation_1mM_N8_luc.tif:0359-0071	1116	337.116	376222	311	376222	138.447	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
9	20230724_AV_30_starvation_1mM_N8_luc.tif:0406-0380	1130	286.989	324298	287	324298	139.94	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
10	20230724_AV_30_starvation_1mM_N8_luc.tif:0407-0452	1097	286.896	314725	287	314725	136.197	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
11	20230724_AV_30_starvation_1mM_N8_luc.tif:0396-0155	1120	287.047	321493	287	321493	139.201	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
1	20230724_AV_30_starvation_1mM_N8_luc.tif:0374-0229	1234	361.201	445722	322	445722	153.059	seedling65	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
2	20230724_AV_30_starvation_1mM_N8_luc.tif:0365-0274	1072	429.212	460115	376	460115	133.01	seedling66	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
3	20230724_AV_30_starvation_1mM_N8_luc.tif:0361-0290	1004	417.251	418920	373	418920	124.293	seedling67	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
1	20230724_AV_30_starvation_1mM_N9_luc.tif:0129-0073	1055	366.327	386475	325	386475	131.051	seedling68	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
2	20230724_AV_30_starvation_1mM_N9_luc.tif:0136-0116	1191	409.059	487189	349	487189	149.08	seedling69	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
3	20230724_AV_30_starvation_1mM_N9_luc.tif:0115-0217	906	338.184	306395	317	306395	112.329	seedling70	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
4	20230724_AV_30_starvation_1mM_N9_luc.tif:0136-0239	1177	439.702	517529	379	517529	146.948	seedling71	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
5	20230724_AV_30_starvation_1mM_N9_luc.tif:0255-0261	1094	350.096	383005	326	383005	135.862	seedling72	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
6	20230724_AV_30_starvation_1mM_N9_luc.tif:0420-0415	1144	286.291	327517	286	327517	141.966	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
7	20230724_AV_30_starvation_1mM_N9_luc.tif:0426-0367	1132	285.888	323625	286	323625	140.35	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
8	20230724_AV_30_starvation_1mM_N9_luc.tif:0416-0084	1241	285.757	354624	286	354624	154.137	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T0
1	20230724_AV_30_starvation_1mM_N9_luc.tif:0240-0451	1020	356.812	363948	325	363948	126.366	seedling73	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
1	20230724_AV_30_starvation_1mM_N11_luc.tif:0107-0164	956	347.459	332171	322	332171	118.791	seedling74	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
3	20230724_AV_30_starvation_1mM_N9_luc.tif:0368-0165	907	332.561	301633	313	301633	111.706	seedling75	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
4	20230724_AV_30_starvation_1mM_N9_luc.tif:0361-0346	915	320.197	292980	306	292980	113.423	seedling76	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
1	20230724_AV_30_starvation_1mM_N10_luc.tif:0119-0147	975	348.964	340240	327	340240	120.374	seedling77	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
2	20230724_AV_30_starvation_1mM_N10_luc.tif:0112-0314	1100	386.317	424949	334	424949	155.103	seedling78	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
3	20230724_AV_30_starvation_1mM_N10_luc.tif:0248-0104	1145	404.413	463053	354	463053	141.838	seedling79	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
1	20230724_AV_30_starvation_1mM_N10_luc.tif:0237-0344	991	375.449	372070	350	372070	122.75	seedling80	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
5	20230724_AV_30_starvation_1mM_N10_luc.tif:0411-0444	1232	285.928	352263	286	352263	153.272	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
6	20230724_AV_30_starvation_1mM_N10_luc.tif:0409-0243	1169	285.956	334283	286	334283	145.036	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
7	20230724_AV_30_starvation_1mM_N10_luc.tif:0419-0205	1220	285.791	348665	286	348665	150.943	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T0
1	20230724_AV_30_starvation_1mM_N10_luc.tif:0366-0312	1136	420.724	477942	374	477942	141.59	seedling81	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
2	20230724_AV_30_starvation_1mM_N10_luc.tif:0357-0353	960	391.526	375865	353	375865	119.269	seedling82	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
1	20230724_AV_30_starvation_1mM_N11_luc.tif:0095-0144	802	332.319	266520	310	266520	99.913	seedling83	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
2	20230724_AV_30_starvation_1mM_N11_luc.tif:0104-0306	952	345.622	329032	317	329032	117.36	seedling84	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
1	20230724_AV_30_starvation_1mM_N12_luc.tif:0122-0111	1029	411.525	423459	360	423459	127.238	seedling85	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
2	20230724_AV_30_starvation_1mM_N12_luc.tif:0125-0233	1161	430.521	499835	371	499835	143.966	seedling86	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
3	20230724_AV_30_starvation_1mM_N12_luc.tif:0106-0346	901	307.142	276735	297	276735	111.967	seedling87	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
4	20230724_AV_30_starvation_1mM_N12_luc.tif:0107-0410	923	348.928	322061	317	322061	114.509	seedling88	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
5	20230724_AV_30_starvation_1mM_N12_luc.tif:0393-0364	1168	285.133	333035	285	333035	145.145	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
6	20230724_AV_30_starvation_1mM_N12_luc.tif:0402-0422	1239	285.328	353522	285	353522	153.543	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
7	20230724_AV_30_starvation_1mM_N12_luc.tif:0393-0462	1220	285.431	348226	285	348226	151.185	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T0
1	20230724_AV_30_starvation_1mM_N12_luc.tif:0240-0181	931	292.691	272495	290	272495	115.525	seedling89	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
2	20230724_AV_30_starvation_1mM_N12_luc.tif:0232-0326	876	294.685	258144	290	258144	108.326	seedling90	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
3	20230724_AV_30_starvation_1mM_N12_luc.tif:0364-0027	897	398.378	357345	346	357345	111.309	seedling91	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
4	20230724_AV_30_starvation_1mM_N12_luc.tif:0371-0131	1024	326.244	334074	303	334074	127.037	seedling92	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
1	20230724_AV_30_starvation_1mM_N10_luc.tif:0235-0132	923	324.304	299333	313	299333	114.563	seedling93	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
2	20230724_AV_30_starvation_1mM_N10_luc.tif:0227-0225	812	318.214	258390	307	258390	100.603	seedling94	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
3	20230724_AV_30_starvation_1mM_N10_luc.tif:0360-0147	875	290.664	254331	289	254331	108.632	seedling95	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
1	20230724_AV_30_starvation_1mM_N9_luc.tif:0364-0455	921	325.121	299436	303	299436	114.511	seedling96	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
2	20230724_AV_30_starvation_1mM_N9_luc.tif:0410-0407	954	285.988	272833	286	272833	118.467	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
3	20230724_AV_30_starvation_1mM_N9_luc.tif:0410-0373	1148	285.811	328111	286	328111	141.974	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
4	20230724_AV_30_starvation_1mM_N9_luc.tif:0409-0231	1113	286.004	318323	286	318323	138.362	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T0
