number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
2	20230724_AV_30_starvation_1mM_N6_luc.tif:0389-0464	1051	286.156	300750	286	300750	130.48	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
3	20230724_AV_30_starvation_1mM_N6_luc.tif:0415-0406	1185	286.079	339004	286	339004	146.913	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T0
1	20230724_AV_30_starvation_1mM_N7_luc.tif:0249-0076	963	396.939	382252	351	382252	119.485	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
2	20230724_AV_30_starvation_1mM_N7_luc.tif:0256-0210	1190	437.661	520817	392	520817	147.818	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
3	20230724_AV_30_starvation_1mM_N7_luc.tif:0249-0257	1150	439.547	505479	377	505479	143.339	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
4	20230724_AV_30_starvation_1mM_N7_luc.tif:0244-0302	1086	368.334	400011	338	400011	134.943	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
5	20230724_AV_30_starvation_1mM_N7_luc.tif:0233-0412	954	306.835	292721	297	292721	118.459	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
6	20230724_AV_30_starvation_1mM_N7_luc.tif:0361-0197	946	337.6	319370	319	319370	116.96	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
7	20230724_AV_30_starvation_1mM_N7_luc.tif:0377-0327	1046	415.26	434362	366	434362	130.012	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
8	20230724_AV_30_starvation_1mM_N7_luc.tif:0369-0392	1122	334.279	375061	307	375061	139.922	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
9	20230724_AV_30_starvation_1mM_N7_luc.tif:0393-0439	1259	286.672	360920	287	360920	156.243	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
10	20230724_AV_30_starvation_1mM_N7_luc.tif:0404-0287	1091	287.578	313748	288	313748	135.436	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
11	20230724_AV_30_starvation_1mM_N7_luc.tif:0425-0159	1276	286.918	366107	287	366107	158.206	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T0
1	20230724_AV_30_starvation_1mM_N8_luc.tif:0122-0184	1256	416.838	523548	355	523548	156.652	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
2	20230724_AV_30_starvation_1mM_N8_luc.tif:0113-0218	1126	409.988	461646	360	461646	139.799	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
3	20230724_AV_30_starvation_1mM_N8_luc.tif:0108-0288	1119	430.58	481819	366	481819	140.216	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
4	20230724_AV_30_starvation_1mM_N8_luc.tif:0107-0352	1049	307.445	322510	299	322510	129.936	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
5	20230724_AV_30_starvation_1mM_N8_luc.tif:0233-0248	1043	369.865	385769	338	385769	129.508	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
6	20230724_AV_30_starvation_1mM_N8_luc.tif:0250-0295	1183	459.64	543754	392	543754	146.583	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
7	20230724_AV_30_starvation_1mM_N8_luc.tif:0234-0455	1144	385.209	440679	334	440679	142.316	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
8	20230724_AV_30_starvation_1mM_N8_luc.tif:0359-0071	1116	337.116	376222	311	376222	138.447	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
9	20230724_AV_30_starvation_1mM_N8_luc.tif:0406-0380	1130	286.989	324298	287	324298	139.94	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
10	20230724_AV_30_starvation_1mM_N8_luc.tif:0407-0452	1097	286.896	314725	287	314725	136.197	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
11	20230724_AV_30_starvation_1mM_N8_luc.tif:0396-0155	1120	287.047	321493	287	321493	139.201	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T0
