number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
3	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0197-0190	2253	366.315	825307	329	825307	280.523	seedling43	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
4	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0144-0212	1371	303.813	416527	293	416527	170.337	seedling44	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
5	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0172-0260	1822	327.111	595997	307	595997	227.449	seedling45	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
6	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0190-0320	2211	328.933	727271	306	727271	276.556	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
7	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0148-0375	1476	295.655	436387	288	436387	183.776	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
8	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0198-0415	2305	336.359	775308	309	775308	286.695	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
9	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0376-0444	1552	281.775	437315	282	437315	193.054	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
10	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0392-0346	1516	281.752	427136	282	427136	188.565	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
11	20230728_AV_30_starvation_T4_1mM_1mM_N6_luc.tif:0407-0244	1473	282.005	415394	282	415394	183.23	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T4
1	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0172-0056	1608	320.713	515707	295	515707	199.876	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
2	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0201-0108	2032	355.373	722117	323	722117	253.116	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
3	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0208-0161	2340	330.768	773996	304	773996	292.013	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
4	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0194-0210	2323	334.541	777138	313	777138	289.584	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
5	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0176-0281	2037	324.828	661675	303	661675	254.036	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
6	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0162-0318	1707	307.566	525015	294	525015	212.743	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
7	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0167-0373	1899	328.026	622921	305	622921	236.755	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
8	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0180-0442	2133	341.402	728210	311	728210	269.412	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
9	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0369-0404	1625	279.058	453469	279	453469	202.02	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
10	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0374-0348	1577	278.94	439889	279	439889	196.402	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
11	20230728_AV_30_starvation_T4_1mM_1mM_N7_luc.tif:0382-0280	1778	279.062	496172	279	496172	221.231	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T4
1	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0206-0054	2150	307.399	660907	291	660907	268.086	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
2	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0212-0116	2452	353.369	866462	320	866462	307.238	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
3	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0201-0163	2347	343.251	805610	315	805610	294.438	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
4	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0196-0209	2317	351.962	815496	319	815496	289.667	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
5	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0174-0271	1911	319.645	610842	301	610842	238.36	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
6	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0182-0317	2093	311.79	652576	294	652576	261.814	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
7	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0190-0369	2309	327.319	755780	303	755780	287.54	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
8	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0204-0421	2349	315.285	740605	293	740605	292.894	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
9	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0368-0455	1601	279.171	446952	279	446952	199.17	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
10	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0393-0311	1428	279.007	398422	279	398422	178.332	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
11	20230728_AV_30_starvation_T4_1mM_1mM_N8_luc.tif:0408-0083	1157	278.879	322663	279	322663	143.152	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T4
