number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
5	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N7_luc.tif:0218-0274	2809	347.231	975371	322	975371	350.838	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T7
6	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N7_luc.tif:0183-0338	2280	339.831	774815	316	774815	284.443	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T7
7	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N7_luc.tif:0194-0393	2652	338.679	898178	316	898178	334.358	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T7
8	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N7_luc.tif:0232-0420	2907	388.65	1129806	339	1129806	363.949	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T7
9	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N7_luc.tif:0347-0311	2202	286.569	631026	287	631026	274.59	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T7
10	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N7_luc.tif:0340-0060	2101	284.771	598303	285	598303	260.991	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T7
11	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N7_luc.tif:0347-0443	2217	286.033	634135	286	634135	276.035	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T7
1	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0247-0059	2788	337.576	941163	313	941163	348.568	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
2	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0255-0107	3178	365.048	1160124	326	1160124	397.367	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
3	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0237-0165	3087	352.945	1089540	326	1089540	386.175	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
4	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0247-0216	3096	365.818	1132574	331	1132574	386.649	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
5	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0205-0274	2631	345.458	908900	325	908900	328.734	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
6	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0200-0329	2600	354.65	922090	331	922090	325.222	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
7	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0231-0379	3101	366.307	1135917	336	1135917	387.084	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
8	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0235-0421	3110	358.533	1115039	327	1115039	388.225	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
9	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0318-0459	2445	285.881	698978	286	698978	304.473	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
10	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0325-0252	2135	286.895	612521	287	612521	265.656	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
11	20230731_AV_30_starvation_T7_1mM_1mM_1mM_N8_luc.tif:0339-0138	2284	287.136	655818	287	655818	284.802	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T7
