number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
11	20220509_pNRT2.1LUC_1mM_N12_luc.tif:0408-0079	1612	273.134	440292	273	440292	200.979	background	pNRT2.1:LUC	1mM	plate12
1	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0180-0062	1886	300.955	567602	286	567602	234.426	seedling97	pNRT2.1:LUC	10mM	plate13
2	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0189-0102	1977	334.172	660659	300	660659	247.47	seedling98	pNRT2.1:LUC	10mM	plate13
3	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0181-0214	1886	353.238	666207	324	666207	235.452	seedling100	pNRT2.1:LUC	10mM	plate13
4	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0172-0273	1729	309.418	534983	289	534983	215.577	seedling101	pNRT2.1:LUC	10mM	plate13
5	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0169-0333	1809	354.381	641075	314	641075	224.534	seedling102	pNRT2.1:LUC	10mM	plate13
6	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0201-0424	2052	343.666	705202	301	705202	255.833	seedling104	pNRT2.1:LUC	10mM	plate13
7	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0404-0445	1527	273.443	417547	273	417547	189.868	background	pNRT2.1:LUC	10mM	plate13
8	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0406-0312	1557	273.317	425555	273	425555	193.712	background	pNRT2.1:LUC	10mM	plate13
9	20220509_pNRT2.1LUC_10mM_N13_luc.tif:0404-0155	1602	273.463	438088	273	438088	198.76	background	pNRT2.1:LUC	10mM	plate13
1	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0188-0059	1868	313.941	586442	293	586442	232.715	seedling105	pNRT2.1:LUC	10mM	plate14
2	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0191-0126	2128	333.397	709469	295	709469	265.294	seedling106	pNRT2.1:LUC	10mM	plate14
3	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0194-0179	2130	364.68	776769	309	776769	266.197	seedling107	pNRT2.1:LUC	10mM	plate14
4	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0170-0228	1740	308.832	537367	293	537367	217.214	seedling108	pNRT2.1:LUC	10mM	plate14
5	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0189-0287	1983	359.202	712297	316	712297	247.573	seedling109	pNRT2.1:LUC	10mM	plate14
6	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0198-0344	2102	343.603	722254	302	722254	261.909	seedling110	pNRT2.1:LUC	10mM	plate14
7	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0198-0402	2101	344.11	722976	301	722976	261.717	seedling111	pNRT2.1:LUC	10mM	plate14
8	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0407-0482	1630	273.705	446139	274	446139	202.758	background	pNRT2.1:LUC	10mM	plate14
9	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0423-0251	1357	273.303	370872	273	370872	168.426	background	pNRT2.1:LUC	10mM	plate14
10	20220509_pNRT2.1LUC_10mM_N14_luc.tif:0415-0067	1497	272.448	407855	272	407855	186.347	background	pNRT2.1:LUC	10mM	plate14
1	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0168-0061	1714	310.487	532174	291	532174	213.831	seedling113	pNRT2.1:LUC	10mM	plate15
2	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0194-0119	2155	359.051	773755	315	773755	268.772	seedling114	pNRT2.1:LUC	10mM	plate15
3	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0180-0163	2044	325.066	664435	291	664435	254.677	seedling115	pNRT2.1:LUC	10mM	plate15
4	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0181-0226	2145	319.007	684270	295	684270	267.24	seedling116	pNRT2.1:LUC	10mM	plate15
5	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0154-0297	1643	305.009	501130	289	501130	204.547	seedling117	pNRT2.1:LUC	10mM	plate15
6	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0179-0344	2000	345.067	690134	303	690134	250.293	seedling118	pNRT2.1:LUC	10mM	plate15
7	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0185-0381	2100	354.413	744268	295	744268	262.429	seedling119	pNRT2.1:LUC	10mM	plate15
8	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0180-0425	1950	379.631	740281	322	740281	243.307	seedling120	pNRT2.1:LUC	10mM	plate15
9	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0393-0455	1706	273.416	466447	273	466447	212.245	background	pNRT2.1:LUC	10mM	plate15
10	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0406-0290	1581	273.235	431984	273	431984	196.512	background	pNRT2.1:LUC	10mM	plate15
11	20220509_pNRT2.1LUC_10mM_N15_luc.tif:0413-0048	1543	271.825	419426	272	419426	191.798	background	pNRT2.1:LUC	10mM	plate15
1	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0194-0067	1913	331.888	634902	299	634902	237.849	seedling121	pNRT2.1:LUC	10mM	plate16
2	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0186-0116	1893	356.024	673953	312	673953	235.652	seedling122	pNRT2.1:LUC	10mM	plate16
3	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0196-0159	2051	354.467	727011	303	727011	254.945	seedling123	pNRT2.1:LUC	10mM	plate16
4	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0176-0227	1788	308.999	552490	290	552490	223.946	seedling124	pNRT2.1:LUC	10mM	plate16
5	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0173-0261	1847	312.502	577191	291	577191	229.455	seedling125	pNRT2.1:LUC	10mM	plate16
6	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0188-0339	1957	331.139	648039	296	648039	244.319	seedling126	pNRT2.1:LUC	10mM	plate16
7	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0202-0397	2190	337.47	739059	295	739059	273.627	seedling127	pNRT2.1:LUC	10mM	plate16
8	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0192-0445	2112	355.507	750831	310	750831	263.373	seedling128	pNRT2.1:LUC	10mM	plate16
9	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0421-0441	1351	272.919	368714	273	368714	168.034	background	pNRT2.1:LUC	10mM	plate16
10	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0398-0297	1613	272.872	440143	273	440143	200.093	background	pNRT2.1:LUC	10mM	plate16
11	20220509_pNRT2.1LUC_10mM_N16_luc.tif:0406-0167	1490	272.91	406636	273	406636	185.003	background	pNRT2.1:LUC	10mM	plate16
