number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
2	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0182-0114	2130	317.021	675254	297	675254	265.838	seedling10	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
3	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0213-0169	2639	332.806	878276	306	878276	328.482	seedling11	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
4	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0173-0229	1998	316.138	631643	300	631643	249.084	seedling12	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
5	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0144-0267	1623	296.445	481130	291	481130	201.642	seedling13	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
6	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0187-0329	2339	310.433	726103	299	726103	291.35	seedling14	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
7	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0215-0374	2643	333.699	881967	306	881967	330.333	seedling15	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
8	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0210-0440	2599	328.753	854430	302	854430	324.545	seedling16	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
9	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0352-0460	2044	283.845	580180	284	580180	254.992	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
10	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0355-0303	1991	283.41	564270	283	564270	247.62	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
11	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N2_luc.tif:0358-0210	2139	283.491	606388	284	606388	266.548	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T5
1	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0175-0058	2182	298.906	652213	290	652213	271.899	seedling17	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
2	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0209-0105	2694	322.534	868907	302	868907	336.137	seedling18	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
3	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0180-0162	2259	311.151	702890	297	702890	281.48	seedling19	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
4	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0191-0214	2473	336.669	832582	313	832582	308.922	seedling20	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
5	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0174-0263	2273	323.596	735533	305	735533	282.646	seedling21	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
6	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0185-0315	2339	344.57	805949	311	805949	291.429	seedling22	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
7	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0170-0374	2022	334.495	676349	303	676349	251.732	seedling23	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
8	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0177-0424	2036	309.279	629692	294	629692	254.34	seedling24	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
9	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0376-0457	1695	283.533	480589	284	480589	210.803	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
10	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0361-0283	1815	284.387	516163	284	516163	226.082	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
11	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N3_luc.tif:0353-0143	2082	284.215	591735	284	591735	259.87	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T5
1	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0176-0063	2073	303.237	628610	291	628610	258.4	seedling25	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
2	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0164-0115	2026	309.013	626060	297	626060	252.197	seedling26	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
4	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0142-0216	1705	301.218	513577	292	513577	212.812	seedling28	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
6	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0166-0325	2024	321.007	649718	305	649718	252.164	seedling30	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
7	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0143-0373	1670	300.586	501979	289	501979	207.856	seedling31	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
9	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0342-0452	1814	283.819	514848	284	514848	226.185	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
10	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0384-0346	1810	283.543	513213	284	513213	229.649	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
11	20230729_AV_30_starvation_T5_1mM_0mM_1mM_N4_luc.tif:0380-0231	1708	283.844	484805	284	484805	212.873	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T5
1	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0163-0073	1765	298.273	526452	288	526452	219.734	seedling33	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
2	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0211-0117	2805	346.596	972202	312	972202	349.705	seedling34	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
3	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0200-0169	2538	352.656	895040	322	895040	317.172	seedling35	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
4	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0141-0233	1488	295.98	440418	290	440418	184.799	seedling36	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
5	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0168-0283	1849	302.592	559493	294	559493	230.261	seedling37	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
6	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0209-0330	2481	395.475	981173	357	981173	309.452	seedling38	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
7	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0226-0377	2745	436.162	1197266	369	1197266	341.505	seedling39	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
8	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0208-0426	2463	361.761	891018	323	891018	307.124	seedling40	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
9	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0342-0457	1838	285.225	524244	285	524244	228.32	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
10	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0389-0324	1377	285.077	392551	285	392551	171.167	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
11	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N5_luc.tif:0363-0228	1786	284.678	508435	285	508435	222.271	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T5
1	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0215-0065	2573	345.578	889172	311	889172	320.162	seedling41	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
2	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0195-0119	2256	339.25	765349	310	765349	281.125	seedling42	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
3	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0209-0177	2569	364.503	936407	318	936407	320.348	seedling43	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
4	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0145-0229	1582	307.655	486710	295	486710	196.752	seedling44	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
5	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0177-0276	2011	326.027	655641	305	655641	249.916	seedling45	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
6	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0197-0333	2389	328.915	785777	303	785777	298.868	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
7	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0147-0374	1514	307.678	465825	294	465825	191.151	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
8	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0217-0419	2625	324.86	852757	297	852757	326.924	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
9	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0355-0452	1954	283.434	553831	283	553831	243.153	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
10	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0375-0316	1955	283.547	554335	284	554335	243.433	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
11	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N6_luc.tif:0367-0215	1867	283.973	530177	284	530177	232.205	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T5
1	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0174-0068	1870	318.926	596392	295	596392	233.207	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
2	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0198-0111	2440	360.512	879650	324	879650	304.187	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
3	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0213-0174	2574	362.235	932394	329	932394	320.805	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
4	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0213-0221	2596	339.381	881033	319	881033	324.764	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
5	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0199-0278	2346	327.369	768008	304	768008	291.75	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
6	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0167-0339	1882	308.739	581046	294	581046	234.555	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
7	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0184-0381	2090	339.313	709164	312	709164	260.682	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
8	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0205-0424	2321	358.567	832233	313	832233	289.639	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
9	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0343-0464	2019	283.779	572950	284	572950	251.635	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
10	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0345-0305	2240	283.981	636117	284	636117	279.763	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
11	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N7_luc.tif:0351-0151	2042	284.624	581203	285	581203	254.098	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T5
1	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0224-0061	2370	316.012	748949	298	748949	296.603	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
2	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0225-0109	2603	387.829	1009519	336	1009519	324.673	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
3	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0214-0161	2598	356.033	924975	323	924975	323.588	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
4	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0218-0214	2526	366.53	925854	325	925854	314.749	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
5	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0182-0277	2159	343.32	741227	316	741227	270.273	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
6	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0178-0336	2173	331.205	719709	307	719709	271.876	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
7	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0210-0380	2549	342.25	872395	315	872395	317.175	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
8	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0206-0419	2563	328.222	841232	303	841232	319.271	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
9	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0379-0455	1783	283.538	505548	284	505548	221.529	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
10	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0374-0255	1734	284.102	492633	284	492633	215.679	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
11	20230729_AV_30_starvation_T5_1mM_1mM_1mM_N8_luc.tif:0348-0335	2071	284.205	588588	284	588588	257.275	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T5
1	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0203-0081	2449	292.494	716318	287	716318	305.372	seedling65	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
2	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0187-0122	2263	288.163	652112	286	652112	282.275	seedling66	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
3	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0201-0170	2467	290.427	716483	286	716483	307.692	seedling67	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
4	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0202-0220	2589	292.149	756374	287	756374	322.569	seedling68	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
5	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0186-0280	2401	289.054	694019	286	694019	299.383	seedling69	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
6	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0204-0324	2692	290.382	781708	287	781708	335.745	seedling70	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
7	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0171-0382	1922	288.252	554021	285	554021	239.252	seedling71	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
8	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0216-0428	2809	292.294	821054	287	821054	349.813	seedling72	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
9	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0332-0468	1744	282.39	492488	282	492488	217.204	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
10	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0348-0361	1704	282.197	480863	282	480863	212.287	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
11	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N9_luc.tif:0327-0266	1985	282.17	560108	282	560108	247.807	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T5
1	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0192-0064	2111	288.755	609561	285	609561	262.933	seedling73	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
2	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0190-0117	2327	291.613	678583	286	678583	289.906	seedling74	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
3	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0182-0166	2184	290.983	635506	286	635506	272.284	seedling75	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
4	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0166-0224	1973	288.821	569843	286	569843	246.038	seedling76	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
5	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0205-0274	2597	292.59	759856	287	759856	323.443	seedling77	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
6	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0200-0328	2494	291.527	727069	287	727069	310.867	seedling78	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
7	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0202-0381	2533	292.914	741951	288	741951	315.714	seedling79	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
8	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0178-0434	2091	290.378	607180	286	607180	260.177	seedling80	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
9	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0339-0458	1814	282.12	511765	282	511765	225.977	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
10	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0364-0248	1634	281.964	460729	282	460729	202.877	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
11	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N10_luc.tif:0358-0087	1634	281.835	460519	282	460519	202.982	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T5
1	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0216-0063	2640	291.761	770248	286	770248	328.793	seedling81	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
2	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0188-0109	2298	288.523	663026	285	663026	286.692	seedling82	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
3	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0173-0154	2036	288.861	588121	285	588121	253.744	seedling83	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
4	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0160-0196	1909	287.469	548778	285	548778	237.434	seedling84	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
5	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0214-0257	2689	291.229	783114	287	783114	335.456	seedling85	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
6	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0214-0312	2820	292.689	825383	288	825383	351.459	seedling86	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
7	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0180-0358	2073	290.918	603072	286	603072	258.872	seedling87	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
8	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0190-0426	2135	291.191	621693	287	621693	266.154	seedling88	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
9	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0378-0234	1835	281.548	516641	282	516641	228.429	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
10	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0372-0404	2037	281.891	574212	282	574212	254.239	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
11	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N11_luc.tif:0374-0108	1974	281.637	555952	282	555952	245.786	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T5
1	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0155-0064	1520	285.924	434605	283	434605	188.441	seedling89	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
2	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0154-0110	1650	287.544	474448	285	474448	205.485	seedling90	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
3	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0204-0154	2560	290.914	744739	285	744739	318.842	seedling91	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
4	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0179-0219	2095	288.425	604250	286	604250	261.89	seedling92	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
5	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0174-0268	2034	289.177	588187	285	588187	253.767	seedling93	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
6	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0207-0323	2550	291.663	743741	287	743741	317.857	seedling94	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
7	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0156-0371	1678	287.85	483013	285	483013	208.832	seedling95	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
8	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0150-0430	1553	288.624	448233	285	448233	193.299	seedling96	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
9	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0392-0448	1495	281.751	421218	282	421218	185.358	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
10	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0381-0293	1768	281.434	497575	282	497575	220.486	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
11	20230729_AV_30_starvation_T5_1mM_0mM_0mM_N12_luc.tif:0374-0105	1755	281.362	493790	281	493790	219.016	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T5
