number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
3	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0179-0151	1954	287.318	561420	283	561420	243.451	seedling75	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
4	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0170-0204	1838	285.582	524900	282	524900	228.081	seedling76	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
5	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0197-0269	2366	289.4	684721	283	684721	295.055	seedling77	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
6	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0175-0301	2081	287.112	597480	283	597480	258.845	seedling78	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
7	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0188-0355	2299	288.404	663041	284	663041	286.531	seedling79	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
8	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0167-0413	1876	286.269	537041	283	537041	233.93	seedling80	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
9	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0378-0443	1701	278.848	474321	279	474321	211.413	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
10	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0392-0231	1554	278.57	432898	279	432898	193.44	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
11	20230728_AV_30_starvation_T4_1mM_0mM_N10_luc.tif:0398-0122	1499	278.59	417607	279	417607	187.012	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T4
1	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0199-0063	2281	287.355	655456	282	655456	283.825	seedling81	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
2	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0188-0092	2104	285.102	599855	282	599855	262.225	seedling82	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
3	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0166-0162	1789	286.157	511935	282	511935	222.721	seedling83	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
4	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0175-0219	1856	283.766	526669	281	526669	231.299	seedling84	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
5	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0202-0249	2400	289.225	694141	284	694141	298.798	seedling85	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
6	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0195-0316	2440	290.375	708515	284	708515	304.436	seedling86	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
7	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0168-0378	1821	286.141	521062	282	521062	227.057	seedling87	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
8	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0174-0417	1885	287.086	541158	283	541158	234.195	seedling88	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
9	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0390-0411	1607	278.555	447638	279	447638	200.122	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
10	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0428-0273	1630	278.329	453676	278	453676	203.057	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
11	20230728_AV_30_starvation_T4_1mM_0mM_N11_luc.tif:0392-0145	1662	278.267	462480	278	462480	206.22	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T4
1	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0156-0070	1449	283.534	410841	281	410841	180.328	seedling89	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
2	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0154-0111	1475	284.132	419094	281	419094	183.416	seedling90	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
3	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0200-0164	2327	288.673	671741	284	671741	289.91	seedling91	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
4	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0171-0228	1846	286.275	528464	283	528464	229.829	seedling92	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
5	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0170-0278	1798	285.933	514107	282	514107	223.64	seedling93	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
6	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0203-0318	2292	290.964	666890	285	666890	286.025	seedling94	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
7	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0157-0389	1535	284.867	437271	282	437271	191.029	seedling95	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
8	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0146-0430	1431	285.449	408477	282	408477	177.913	seedling96	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
9	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0375-0426	1782	278.483	496256	279	496256	222.155	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
10	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0370-0347	1771	278.275	492825	278	492825	220.564	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
11	20230728_AV_30_starvation_T4_1mM_0mM_N12_luc.tif:0396-0141	1649	278.24	458818	278	458818	205.382	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T4
