number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
3	20220615_pNRT21_1mM_N10_luc.tif:0173-0153	1699	372.85	633472	337	633472	211.673	seedling75	pNRT2.1:LUC	1mM	plate10
4	20220615_pNRT21_1mM_N10_luc.tif:0160-0213	1519	379.348	576229	336	576229	189.716	seedling76	pNRT2.1:LUC	1mM	plate10
5	20220615_pNRT21_1mM_N10_luc.tif:0160-0255	1591	406.378	646547	361	646547	198.254	seedling77	pNRT2.1:LUC	1mM	plate10
6	20220615_pNRT21_1mM_N10_luc.tif:0167-0332	1637	381.643	624749	338	624749	203.606	seedling78	pNRT2.1:LUC	1mM	plate10
7	20220615_pNRT21_1mM_N10_luc.tif:0180-0386	1783	387.225	690423	329	690423	221.31	seedling79	pNRT2.1:LUC	1mM	plate10
8	20220615_pNRT21_1mM_N10_luc.tif:0171-0427	1627	387.85	631032	334	631032	202.445	seedling80	pNRT2.1:LUC	1mM	plate10
9	20220615_pNRT21_1mM_N10_luc.tif:0404-0381	1415	277.615	392825	278	392825	176.024	background	pNRT2.1:LUC	1mM	plate10
10	20220615_pNRT21_1mM_N10_luc.tif:0422-0203	1370	277.324	379934	277	379934	170.25	background	pNRT2.1:LUC	1mM	plate10
11	20220615_pNRT21_1mM_N10_luc.tif:0404-0106	1741	276.672	481686	277	481686	216.544	background	pNRT2.1:LUC	1mM	plate10
1	20220615_pNRT21_1mM_N11_luc.tif:0176-0061	1598	356.864	570268	325	570268	199.361	seedling81	pNRT2.1:LUC	1mM	plate11
2	20220615_pNRT21_1mM_N11_luc.tif:0182-0110	1741	366.45	637990	322	637990	217.154	seedling82	pNRT2.1:LUC	1mM	plate11
3	20220615_pNRT21_1mM_N11_luc.tif:0170-0168	1658	338.131	560622	309	560622	205.882	seedling83	pNRT2.1:LUC	1mM	plate11
4	20220615_pNRT21_1mM_N11_luc.tif:0174-0217	1711	385.082	658875	347	658875	212.971	seedling84	pNRT2.1:LUC	1mM	plate11
5	20220615_pNRT21_1mM_N11_luc.tif:0178-0266	1751	407.065	712771	350	712771	217.642	seedling85	pNRT2.1:LUC	1mM	plate11
6	20220615_pNRT21_1mM_N11_luc.tif:0177-0343	1780	399.253	710670	349	710670	222.093	seedling86	pNRT2.1:LUC	1mM	plate11
7	20220615_pNRT21_1mM_N11_luc.tif:0166-0399	1660	369.091	612691	319	612691	207.208	seedling87	pNRT2.1:LUC	1mM	plate11
8	20220615_pNRT21_1mM_N11_luc.tif:0171-0443	1776	372.647	661821	319	661821	222.133	seedling88	pNRT2.1:LUC	1mM	plate11
9	20220615_pNRT21_1mM_N11_luc.tif:0408-0399	1119	276.855	309801	277	309801	138.747	background	pNRT2.1:LUC	1mM	plate11
10	20220615_pNRT21_1mM_N11_luc.tif:0428-0238	1207	276.997	334335	277	334335	150.103	background	pNRT2.1:LUC	1mM	plate11
11	20220615_pNRT21_1mM_N11_luc.tif:0427-0095	1260	276.712	348657	277	348657	156.484	background	pNRT2.1:LUC	1mM	plate11
1	20220615_pNRT21_1mM_N12_luc.tif:0181-0054	1576	333.572	525710	302	525710	196.283	seedling89	pNRT2.1:LUC	1mM	plate12
2	20220615_pNRT21_1mM_N12_luc.tif:0189-0121	1737	390.313	677974	333	677974	216.409	seedling90	pNRT2.1:LUC	1mM	plate12
3	20220615_pNRT21_1mM_N12_luc.tif:0186-0168	1635	379.533	620536	338	620536	203.706	seedling91	pNRT2.1:LUC	1mM	plate12
4	20220615_pNRT21_1mM_N12_luc.tif:0185-0240	1708	391.046	667907	349	667907	212.497	seedling92	pNRT2.1:LUC	1mM	plate12
5	20220615_pNRT21_1mM_N12_luc.tif:0190-0302	1743	387.487	675390	352	675390	217.431	seedling93	pNRT2.1:LUC	1mM	plate12
6	20220615_pNRT21_1mM_N12_luc.tif:0183-0351	1659	348.237	577725	304	577725	206.7	seedling94	pNRT2.1:LUC	1mM	plate12
7	20220615_pNRT21_1mM_N12_luc.tif:0193-0401	1743	410.887	716176	355	716176	216.872	seedling95	pNRT2.1:LUC	1mM	plate12
8	20220615_pNRT21_1mM_N12_luc.tif:0188-0463	1758	380.304	668574	326	668574	218.915	seedling96	pNRT2.1:LUC	1mM	plate12
9	20220615_pNRT21_1mM_N12_luc.tif:0427-0395	1287	277.487	357126	277	357126	159.69	background	pNRT2.1:LUC	1mM	plate12
10	20220615_pNRT21_1mM_N12_luc.tif:0428-0169	1148	277.166	318186	277	318186	142.641	background	pNRT2.1:LUC	1mM	plate12
11	20220615_pNRT21_1mM_N12_luc.tif:0418-0290	1471	277.426	408093	277	408093	182.658	background	pNRT2.1:LUC	1mM	plate12
1	20220615_pNRT21_10mM_N13_luc.tif:0199-0054	1741	317.049	551982	298	551982	216.595	seedling97	pNRT2.1:LUC	10mM	plate13
2	20220615_pNRT21_10mM_N13_luc.tif:0180-0099	1557	329.71	513359	303	513359	193.755	seedling98	pNRT2.1:LUC	10mM	plate13
3	20220615_pNRT21_10mM_N13_luc.tif:0178-0156	1514	323.237	489381	299	489381	188.517	seedling99	pNRT2.1:LUC	10mM	plate13
4	20220615_pNRT21_10mM_N13_luc.tif:0190-0209	1620	310.781	503465	294	503465	202.098	seedling100	pNRT2.1:LUC	10mM	plate13
5	20220615_pNRT21_10mM_N13_luc.tif:0188-0265	1614	393.443	635017	342	635017	200.163	seedling101	pNRT2.1:LUC	10mM	plate13
6	20220615_pNRT21_10mM_N13_luc.tif:0192-0323	1596	306.774	489612	289	489612	198.704	seedling102	pNRT2.1:LUC	10mM	plate13
7	20220615_pNRT21_10mM_N13_luc.tif:0193-0389	1621	331.088	536693	300	536693	202.117	seedling103	pNRT2.1:LUC	10mM	plate13
8	20220615_pNRT21_10mM_N13_luc.tif:0209-0435	1876	368.692	691666	303	691666	233.96	seedling104	pNRT2.1:LUC	10mM	plate13
9	20220615_pNRT21_10mM_N13_luc.tif:0425-0366	1307	276.844	361835	277	361835	162.233	background	pNRT2.1:LUC	10mM	plate13
10	20220615_pNRT21_10mM_N13_luc.tif:0426-0220	1347	276.797	372846	277	372846	167.305	background	pNRT2.1:LUC	10mM	plate13
11	20220615_pNRT21_10mM_N13_luc.tif:0421-0093	1353	276.634	374286	277	374286	168.458	background	pNRT2.1:LUC	10mM	plate13
1	20220615_pNRT21_10mM_N14_luc.tif:0197-0069	1703	380.963	648780	329	648780	211.608	seedling105	pNRT2.1:LUC	10mM	plate14
2	20220615_pNRT21_10mM_N14_luc.tif:0168-0104	1480	302.424	447587	289	447587	184.915	seedling106	pNRT2.1:LUC	10mM	plate14
3	20220615_pNRT21_10mM_N14_luc.tif:0178-0156	1646	308.82	508317	293	508317	205.426	seedling107	pNRT2.1:LUC	10mM	plate14
4	20220615_pNRT21_10mM_N14_luc.tif:0169-0224	1570	300.491	471771	288	471771	195.444	seedling108	pNRT2.1:LUC	10mM	plate14
5	20220615_pNRT21_10mM_N14_luc.tif:0172-0276	1608	346.556	557262	307	557262	200.433	seedling109	pNRT2.1:LUC	10mM	plate14
6	20220615_pNRT21_10mM_N14_luc.tif:0172-0330	1631	339.254	553323	300	553323	204.123	seedling110	pNRT2.1:LUC	10mM	plate14
7	20220615_pNRT21_10mM_N14_luc.tif:0180-0387	1701	395.268	672351	333	672351	211.936	seedling111	pNRT2.1:LUC	10mM	plate14
8	20220615_pNRT21_10mM_N14_luc.tif:0164-0451	1572	319.698	502566	291	502566	195.394	seedling112	pNRT2.1:LUC	10mM	plate14
9	20220615_pNRT21_10mM_N14_luc.tif:0409-0440	1356	276.809	375353	277	375353	168.885	background	pNRT2.1:LUC	10mM	plate14
10	20220615_pNRT21_10mM_N14_luc.tif:0414-0249	1237	276.665	342235	277	342235	153.652	background	pNRT2.1:LUC	10mM	plate14
11	20220615_pNRT21_10mM_N14_luc.tif:0436-0119	1316	276.579	363978	277	363978	163.868	background	pNRT2.1:LUC	10mM	plate14
1	20220615_pNRT21_10mM_N15_luc.tif:0169-0050	1576	324.109	510796	299	510796	195.364	seedling113	pNRT2.1:LUC	10mM	plate15
2	20220615_pNRT21_10mM_N15_luc.tif:0188-0100	1783	364.515	649931	317	649931	222.163	seedling114	pNRT2.1:LUC	10mM	plate15
3	20220615_pNRT21_10mM_N15_luc.tif:0173-0156	1608	302.35	486178	290	486178	200.584	seedling115	pNRT2.1:LUC	10mM	plate15
4	20220615_pNRT21_10mM_N15_luc.tif:0189-0227	1737	353.088	613313	311	613313	216.066	seedling116	pNRT2.1:LUC	10mM	plate15
5	20220615_pNRT21_10mM_N15_luc.tif:0188-0263	1831	363.912	666322	316	666322	228.893	seedling117	pNRT2.1:LUC	10mM	plate15
6	20220615_pNRT21_10mM_N15_luc.tif:0185-0334	1698	370.998	629955	326	629955	212.284	seedling118	pNRT2.1:LUC	10mM	plate15
7	20220615_pNRT21_10mM_N15_luc.tif:0191-0373	1784	359.932	642118	315	642118	222.168	seedling119	pNRT2.1:LUC	10mM	plate15
8	20220615_pNRT21_10mM_N15_luc.tif:0191-0441	1667	327.991	546761	301	546761	208.137	seedling120	pNRT2.1:LUC	10mM	plate15
9	20220615_pNRT21_10mM_N15_luc.tif:0426-0442	1283	276.914	355281	277	355281	159.428	background	pNRT2.1:LUC	10mM	plate15
10	20220615_pNRT21_10mM_N15_luc.tif:0424-0173	1409	276.861	390097	277	390097	175.922	background	pNRT2.1:LUC	10mM	plate15
11	20220615_pNRT21_10mM_N15_luc.tif:0410-0066	1489	276.181	411233	276	411233	184.51	background	pNRT2.1:LUC	10mM	plate15
1	20220615_pNRT21_10mM_N16_luc.tif:0188-0071	1582	339.018	536327	309	536327	197.265	seedling121	pNRT2.1:LUC	10mM	plate16
2	20220615_pNRT21_10mM_N16_luc.tif:0196-0114	1799	348.742	627386	307	627386	224.1	seedling122	pNRT2.1:LUC	10mM	plate16
3	20220615_pNRT21_10mM_N16_luc.tif:0171-0164	1479	321.21	475069	298	475069	183.983	seedling123	pNRT2.1:LUC	10mM	plate16
4	20220615_pNRT21_10mM_N16_luc.tif:0180-0232	1592	341.685	543962	312	543962	197.899	seedling124	pNRT2.1:LUC	10mM	plate16
5	20220615_pNRT21_10mM_N16_luc.tif:0185-0290	1654	350.97	580504	304	580504	205.781	seedling125	pNRT2.1:LUC	10mM	plate16
6	20220615_pNRT21_10mM_N16_luc.tif:0184-0354	1730	360.436	623554	312	623554	215.68	seedling126	pNRT2.1:LUC	10mM	plate16
7	20220615_pNRT21_10mM_N16_luc.tif:0174-0405	1610	370.766	596934	326	596934	201.64	seedling127	pNRT2.1:LUC	10mM	plate16
8	20220615_pNRT21_10mM_N16_luc.tif:0189-0451	1698	331.911	563585	301	563585	212.178	seedling128	pNRT2.1:LUC	10mM	plate16
9	20220615_pNRT21_10mM_N16_luc.tif:0419-0386	1427	277.413	395868	277	395868	185.594	background	pNRT2.1:LUC	10mM	plate16
10	20220615_pNRT21_10mM_N16_luc.tif:0411-0180	1417	277.168	392747	277	392747	175.997	background	pNRT2.1:LUC	10mM	plate16
11	20220615_pNRT21_10mM_N16_luc.tif:0419-0061	1328	276.279	366898	276	366898	165.227	background	pNRT2.1:LUC	10mM	plate16
