gene	Rcor	name	type	Pcor	Pthreshold
AT3G14415	-0.22260869565217387	Aldolase_type_TIM_barrel_family_protein	Photosynthesis	0.295778422534422	more0.05
AT3G14420	0.033913043478260865	Aldolase_type_TIM_barrel_family_protein	Photosynthesis	0.8749966229566862	more0.05
AT3G16140	0.4095652173913043	PSAH_1	Photosynthesis	0.046866169264913125	less0.05
AT3G21055	0.48521739130434777	PSBTN	Photosynthesis	0.016244462180403017	less0.05
AT3G26650	0.21478260869565216	GAPA	Photosynthesis	0.3135168615028437	more0.05
AT3G50820	0.6947826086956521	PSBO2	Photosynthesis	1.648854798047032e-4	less0.05
AT3G54050	0.40260869565217383	HCEF1	Photosynthesis	0.05111250253814527	more0.05
AT3G55800	0.43043478260869555	SBPASE	Photosynthesis	0.035763160898824684	less0.05
AT3G60750	0.2939130434782608	Transketolase	Photosynthesis	0.16331057776591762	more0.05
AT4G02770	0.31304347826086953	PSAD_1	Photosynthesis	0.13636745841746573	more0.05
AT4G05180	0.5304347826086956	PSBQ_2	Photosynthesis	0.007665625679948599	less0.05
AT4G12800	0.6269565217391304	PSAL	Photosynthesis	0.0010432148096174785	less0.05
AT4G18360	0.0408695652173913	Aldolase_type_TIM_barrel_family_protein	Photosynthesis	0.8496151500324179	more0.05
AT4G21280	0.6339130434782607	PSBQA	Photosynthesis	8.807081227086998e-4	less0.05
AT4G26530	0.3904347826086956	Fructose_bisphosphate_aldolase	Photosynthesis	0.05925750969939875	more0.05
AT4G28660	-0.022608695652173907	PSB28	Photosynthesis	0.9164870430337816	more0.05
AT4G28750	0.38956521739130434	PSAE_1	Photosynthesis	0.05987547937487062	more0.05
AT4G32520	-0.3695652173913043	SHM3	Photosynthesis	0.07550604515168585	more0.05
AT4G33010	0.31739130434782603	GLDP1	Photosynthesis	0.13071808560327589	more0.05
AT4G38970	0.4643478260869564	FBA2	Photosynthesis	0.022259853513993736	less0.05
AT5G36700	0.01826086956521739	PGLP1	Photosynthesis	0.9325072970015152	more0.05
AT5G36790	-0.1434782608695652	phosphoglycolate_phosphatase	Photosynthesis	0.503592646217536	more0.05
AT5G38410	0.38260869565217387	RUBISCO_small_chain	Photosynthesis	0.06499969935694089	more0.05
AT5G38420	0.5556521739130434	RUBISCO_small_chain	Photosynthesis	0.004817401046333089	less0.05
AT5G38430	0.4921739130434782	RUBISCO_small_chain	Photosynthesis	0.014563449230153692	less0.05
AT5G44520	-0.032173913043478254	Ribose_5_phosphate_isomerase	Photosynthesis	0.8813617120284872	more0.05
AT5G61410	-0.4139130434782608	RPE	Photosynthesis	0.04435569219052735	less0.05
AT5G64040	0.44434782608695644	PSAN	Photosynthesis	0.02960094733111683	less0.05
AT5G66570	0.6417391304347826	PSBO1	Photosynthesis	7.243804451471968e-4	less0.05
AT1G04410	0.1895652173913043	MDH	TCAcycle_mitocondrialET	0.3749803911439149	more0.05
AT1G10670	0.3695652173913043	ACLA_1	TCAcycle_mitocondrialET	0.07550604515168585	more0.05
AT1G15120	0.19478260869565217	UQCRX	TCAcycle_mitocondrialET	0.3617295619849087	more0.05
AT1G16700	0.35826086956521735	ATMLO14	TCAcycle_mitocondrialET	0.08561225508651166	more0.05
AT1G22450	0.2643478260869565	COX6B	TCAcycle_mitocondrialET	0.2119392787870507	more0.05
AT1G32350	-0.047632327536126645	AOX1D	TCAcycle_mitocondrialET	0.825078594274945	more0.05
AT1G47260	0.16869565217391302	GAMMA_CA2	TCAcycle_mitocondrialET	0.43070226172098125	more0.05
AT1G49140	0.04260869565217391	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.8432913759776879	more0.05
AT1G53240	0.22173913043478258	NAD	TCAcycle_mitocondrialET	0.29771785747175955	more0.05
AT1G65930	0.23999999999999996	ICDH	TCAcycle_mitocondrialET	0.2586462405460086	more0.05
AT1G79010	-0.11391304347826087	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.5961140506694135	more0.05
AT1G80230	0.18086956521739125	COX	TCAcycle_mitocondrialET	0.39767420741690407	more0.05
AT2G05710	-8.695652173913042e-4	Aconitase	TCAcycle_mitocondrialET	0.9967824967252695	more0.05
AT2G20360	0.44434782608695644	NAD(P)_binding_protein	TCAcycle_mitocondrialET	0.02960094733111683	less0.05
AT2G20420	0.2034782608695652	Succinyl_CoA_ligase	TCAcycle_mitocondrialET	0.34026139663988614	more0.05
AT2G22780	0.41478260869565214	PMDH1	TCAcycle_mitocondrialET	0.04386649848070577	less0.05
AT2G44350	0.5060869565217391	ATCS	TCAcycle_mitocondrialET	0.011627528283361442	less0.05
AT2G46505	-0.019130434782608695	SDH4	TCAcycle_mitocondrialET	0.9293010160374854	more0.05
AT2G47380	-0.1817391304347826	COX	TCAcycle_mitocondrialET	0.3953708419767238	more0.05
AT2G47690	0.44347826086956516	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.02995933968646755	less0.05
AT3G03100	0.15304347826086956	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.47525496767438435	more0.05
AT3G06650	0.3330434782608695	ACLB_1	TCAcycle_mitocondrialET	0.11177657698587248	more0.05
AT3G10860	0.5226086956521738	UQCRX	TCAcycle_mitocondrialET	0.00879275565965479	less0.05
AT3G12260	0.34695652173913044	Complex_1	TCAcycle_mitocondrialET	0.09670236783045814	more0.05
AT3G15020	0.4095652173913043	NAD	TCAcycle_mitocondrialET	0.046866169264913125	less0.05
AT3G15640	0.10782608695652172	COX	TCAcycle_mitocondrialET	0.6160158821815656	more0.05
AT3G18410	0.07478260869565216	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.7283751615575546	more0.05
AT3G22360	0.2560422932927906	AOX1B	TCAcycle_mitocondrialET	0.2271848482660963	more0.05
AT3G22370	-0.4591304347826086	AOX1A	TCAcycle_mitocondrialET	0.024015134743792063	less0.05
AT3G47520	-0.03913043478260869	MDH	TCAcycle_mitocondrialET	0.8559479350713372	more0.05
AT3G48680	-0.0817391304347826	GAMMA_CAL2	TCAcycle_mitocondrialET	0.7041697144360881	more0.05
AT3G52730	0.22782608695652173	UQCRX	TCAcycle_mitocondrialET	0.28430742700718314	more0.05
AT3G55410	0.1652173913043478	a_ketoglutarate_dehydrogenase	TCAcycle_mitocondrialET	0.4404029231283094	more0.05
AT4G02580	0.15130434782608693	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.48034590297936725	more0.05
AT4G26970	0.4069565217391304	Aconitase	TCAcycle_mitocondrialET	0.04842494287210422	less0.05
AT4G32210	0.3930434782608695	SDH3_2	TCAcycle_mitocondrialET	0.057433088555270115	more0.05
AT4G32470	0.19826086956521735	UQCRX	TCAcycle_mitocondrialET	0.35304943524240406	more0.05
AT4G37830	-0.022608695652173907	COX	TCAcycle_mitocondrialET	0.9164870430337816	more0.05
AT5G05370	0.22086956521739126	UQCRX	TCAcycle_mitocondrialET	0.29966517423017214	more0.05
AT5G08300	0.34086956521739126	Succinyl_CoA_ligase	TCAcycle_mitocondrialET	0.10309920611122547	more0.05
AT5G09600	0.05478260869565217	SDH3_1	TCAcycle_mitocondrialET	0.7993082434882641	more0.05
AT5G09660	-0.010434782608695651	PMDH2	TCAcycle_mitocondrialET	0.9614038727773804	more0.05
AT5G11770	-0.21652173913043474	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.3095198975623004	more0.05
AT5G13430	-0.23391304347826083	UQCRX	TCAcycle_mitocondrialET	0.27128359982868233	more0.05
AT5G13440	-0.14608695652173911	UQCRX	TCAcycle_mitocondrialET	0.49578292968431353	more0.05
AT5G18800	0.15391304347826085	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.4727198668976151	more0.05
AT5G23250	-0.1452173913043478	Succinyl_CoA_ligase	TCAcycle_mitocondrialET	0.4983794692456113	more0.05
AT5G25450	-0.38956521739130434	UQCRX	TCAcycle_mitocondrialET	0.05987547937487062	more0.05
AT5G37510	0.31652173913043474	EMB1467	TCAcycle_mitocondrialET	0.13183422455052596	more0.05
AT5G40650	0.02956521739130434	SDH2_2	TCAcycle_mitocondrialET	0.8909226043767046	more0.05
AT5G49460	0.31913043478260866	ACLB_2	TCAcycle_mitocondrialET	0.128506278881423	more0.05
AT5G52840	0.3391304347826086	NADH_ubiquinone_oxidoreductase	TCAcycle_mitocondrialET	0.10498302480093252	more0.05
AT5G58330	-0.09130434782608694	MDH	TCAcycle_mitocondrialET	0.6713412695646411	more0.05
AT5G61310	-0.2904347826086956	COX	TCAcycle_mitocondrialET	0.16858358873548315	more0.05
AT5G63510	0.017391304347826084	GAMMA_CAL1	TCAcycle_mitocondrialET	0.9357145967179171	more0.05
AT5G65750	-0.3730434782608695	a_ketoglutarate_dehydrogenase	TCAcycle_mitocondrialET	0.07258638217608117	more0.05
AT5G66510	0.3521739130434782	GAMMA_CA3	TCAcycle_mitocondrialET	0.09145834490857088	more0.05
AT5G66760	-0.05739130434782608	SDH1_1	TCAcycle_mitocondrialET	0.7899551413098403	more0.05
AT5G67590	-0.08521739130434781	FRO1	TCAcycle_mitocondrialET	0.6921690316499881	more0.05
AT1G03475	0.32956521739130434	HEMF1	Tetrapyrrole	0.1158004528880408	more0.05
AT1G03630	0.6817391304347825	POR_C	Tetrapyrrole	2.4389796569132882e-4	less0.05
AT1G08520	0.032173913043478254	ALB1	Tetrapyrrole	0.8813617120284872	more0.05
AT1G09940	0.09913043478260868	HEMA2	Tetrapyrrole	0.6449056390307348	more0.05
AT1G44446	0.35999999999999993	CH1	Tetrapyrrole	0.08399469645152523	more0.05
AT1G50170	-0.3904347826086956	SIRB	Tetrapyrrole	0.05925750969939875	more0.05
AT1G58290	0.25913043478260867	HEMA1	Tetrapyrrole	0.22143371075635887	more0.05
AT1G69740	-0.1243478260869565	HEMB1	Tetrapyrrole	0.5626487416883162	more0.05
AT2G26540	0.03565217391304347	HEMD	Tetrapyrrole	0.8686390462246146	more0.05
AT2G30390	-0.35565217391304343	FC2	Tetrapyrrole	0.0880823216085083	more0.05
AT2G40490	0.31999999999999995	HEME2	Tetrapyrrole	0.1274105728204175	more0.05
AT2G44520	-0.11478260869565216	COX10	Tetrapyrrole	0.593293333691541	more0.05
AT3G14930	0.21565217391304345	HEME1	Tetrapyrrole	0.3115144491285108	more0.05
AT3G48730	0.4991304347826086	GSA2	Tetrapyrrole	0.013027663764128793	less0.05
AT3G51820	-0.2321739130434782	G4	Tetrapyrrole	0.2749652411831777	more0.05
AT3G56940	0.05391304347826086	CRD1	Tetrapyrrole	0.8024319710844886	more0.05
AT4G01690	-0.032173913043478254	PPOX	Tetrapyrrole	0.8813617120284872	more0.05
AT4G03205	0.11043478260869563	HEMF2	Tetrapyrrole	0.6074532587517107	more0.05
AT4G18480	0.38347826086956516	CHLI1	Tetrapyrrole	0.06434139809221921	more0.05
AT4G25080	0.46869565217391296	CHLM	Tetrapyrrole	0.020877632609712364	less0.05
AT5G08280	0.44347826086956516	HEMC	Tetrapyrrole	0.02995933968646755	less0.05
AT5G13630	0.4408695652173913	GUN5	Tetrapyrrole	0.031055354027520483	less0.05
AT5G18660	0.5756521739130435	PCB2	Tetrapyrrole	0.0032464428872563634	less0.05
AT5G26030	-0.04260869565217391	FC1	Tetrapyrrole	0.8432913759776879	more0.05
AT5G40850	0.5052173913043477	UPM1	Tetrapyrrole	0.011795445350401584	less0.05
AT5G45930	0.5834782608695651	CHLI2	Tetrapyrrole	0.0027629445069863715	less0.05
AT1G12110	0.7330434782608695	NA	Nnutrition	4.612598822658614e-5	less0.05
AT1G12940	0.007826086956521738	NA	Nnutrition	0.9710483085120961	more0.05
AT1G13300	-0.19391304347826083	NA	Nnutrition	0.363918855929371	more0.05
AT1G25550	0.24521739130434778	NA	Nnutrition	0.24812129907550176	more0.05
AT1G37130	0.497391304347826	NA	Nnutrition	0.013398524953480472	less0.05
AT1G68670	0.13478260869565215	NA	Nnutrition	0.5300538865453848	more0.05
AT1G69850	-0.09826086956521737	NA	Nnutrition	0.6478231237133648	more0.05
AT1G77760	0.09565217391304347	NA	Nnutrition	0.6566056616723345	more0.05
AT1G77920	-0.2634782608695652	NA	Nnutrition	0.21350236658523802	more0.05
AT2G15620	0.786086956521739	NA	Nnutrition	5.287707498429011e-6	less0.05
AT2G41220	0.37652173913043474	NA	Nnutrition	0.06975342004393106	more0.05
AT3G25790	0.6043478260869564	NA	Nnutrition	0.0017613115382687807	less0.05
AT3G48360	0.21130434782608692	NA	Nnutrition	0.3216050354597521	more0.05
AT3G49940	0.1269565217391304	NA	Nnutrition	0.5544163873133453	more0.05
AT3G50610	-0.24885725967792147	NA	Nnutrition	0.24094610773652197	more0.05
AT4G32950	0.8226086956521738	NA	Nnutrition	8.094702678099052e-7	less0.05
AT4G35270	0.3904347826086956	NA	Nnutrition	0.05925750969939875	more0.05
AT4G37540	0.02956521739130434	NA	Nnutrition	0.8909226043767046	more0.05
AT5G04140	-0.17565217391304344	NA	Nnutrition	0.41165144697505396	more0.05
AT5G10030	-0.2695652173913043	NA	Nnutrition	0.20272227336292595	more0.05
AT5G35630	0.1408695652173913	NA	Nnutrition	0.511462281884675	more0.05
AT5G50200	0.8817391304347826	NA	Nnutrition	1.2497252917320805e-8	less0.05
AT5G60770	0.7608695652173911	NA	Nnutrition	1.5853058572753634e-5	less0.05
AT5G63160	0.05999999999999999	NA	Nnutrition	0.7806300955564118	more0.05
AT5G65210	0.588695652173913	NA	Nnutrition	0.0024757615189034505	less0.05
AT5G67420	0.2321739130434782	NA	Nnutrition	0.2749652411831777	more0.05
