number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate	lateralRoots
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0149-0127	1179	312.724	368702	294	368702	146.31	seedling106	pNRT2.1:LUC	10mM	plate2	1
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0157-0179	1356	318.5	431886	299	431886	169.229	seedling107	pNRT2.1:LUC	10mM	plate2	2
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0156-0246	1311	313.894	411515	303	411515	163.7	seedling108	pNRT2.1:LUC	10mM	plate2	1
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0155-0308	1269	307.688	390456	295	390456	157.874	seedling109	pNRT2.1:LUC	10mM	plate2	1
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0164-0363	1364	321.18	438090	302	438090	170.451	seedling110	pNRT2.1:LUC	10mM	plate2	1
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0159-0423	1282	314.926	403735	294	403735	158.674	seedling111	pNRT2.1:LUC	10mM	plate2	3
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0169-0464	1344	302.49	406546	290	406546	167.511	seedling112	pNRT2.1:LUC	10mM	plate2	2
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0377-0132	1496	283.36	423906	283	423906	185.256	background	pNRT2.1:LUC	10mM	plate2	
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0372-0253	1466	283.398	415461	283	415461	181.994	background	pNRT2.1:LUC	10mM	plate2	
14	20220411_NRT21LUC_10mM_8D_N14_luc.tif:0364-0382	1464	283.747	415405	284	415405	182.518	background	pNRT2.1:LUC	10mM	plate2	
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0132-0076	1120	288.798	323454	287	323454	139.375	seedling113	pNRT2.1:LUC	10mM	plate3	1
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0146-0119	1307	319.901	418111	301	418111	162.699	seedling114	pNRT2.1:LUC	10mM	plate3	1
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0137-0174	1185	301.365	357118	294	357118	147.626	seedling115	pNRT2.1:LUC	10mM	plate3	1
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0150-0233	1357	327.459	444362	308	444362	168.437	seedling116	pNRT2.1:LUC	10mM	plate3	2
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0158-0286	1378	321.513	443045	296	443045	171.352	seedling117	pNRT2.1:LUC	10mM	plate3	3
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0153-0348	1362	322.745	439579	305	439579	169.318	seedling118	pNRT2.1:LUC	10mM	plate3	1
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0159-0404	1371	320.056	438797	300	438797	170.866	seedling119	pNRT2.1:LUC	10mM	plate3	2
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0163-0453	1408	321.151	452180	299	452180	175.895	seedling120	pNRT2.1:LUC	10mM	plate3	4
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0388-0389	1640	285.077	467526	285	467526	203.48	background	pNRT2.1:LUC	10mM	plate3	
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0382-0274	1352	284.863	385135	285	385135	167.574	background	pNRT2.1:LUC	10mM	plate3	
15	20220411_NRT21LUC_10mM_8D_N15_luc.tif:0376-0161	1323	284.67	376619	285	376619	164.385	background	pNRT2.1:LUC	10mM	plate3	
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0162-0057	1279	311.2	398025	298	398025	159.23	seedling121	pNRT2.1:LUC	10mM	plate4	2
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0163-0104	1310	320.826	420282	301	420282	163.031	seedling122	pNRT2.1:LUC	10mM	plate4	3
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0173-0179	1382	322.881	446221	300	446221	172.15	seedling123	pNRT2.1:LUC	10mM	plate4	4
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0150-0226	1094	298.804	326892	292	326892	136.014	seedling124	pNRT2.1:LUC	10mM	plate4	1
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0165-0296	1346	335.874	452086	315	452086	167.791	seedling125	pNRT2.1:LUC	10mM	plate4	3
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0155-0362	1229	298.65	367041	290	367041	152.91	seedling126	pNRT2.1:LUC	10mM	plate4	2
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0188-0395	1449	342.835	496768	308	496768	179.076	seedling127	pNRT2.1:LUC	10mM	plate4	3
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0164-0455	1288	305.416	393376	292	393376	160.188	seedling128	pNRT2.1:LUC	10mM	plate4	1
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0375-0126	1304	283.278	369394	283	369394	162.498	background	pNRT2.1:LUC	10mM	plate4	
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0381-0244	1289	283.601	365562	284	365562	160.249	background	pNRT2.1:LUC	10mM	plate4	
16	20220411_NRT21LUC_10mM_8D_N16_luc.tif:0393-0364	1342	283.771	380821	284	380821	166.642	background	pNRT2.1:LUC	10mM	plate4	
