number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
7	20230921_luc_rep5_10mM_N13_luc.tif:0164-0368	1688	351.999	594174	318	594174	210.411	seedling103	pNRT2.1:LUC	10mM	plate13
8	20230921_luc_rep5_10mM_N13_luc.tif:0153-0422	1528	360.535	550897	316	550897	190.162	seedling104	pNRT2.1:LUC	10mM	plate13
9	20230921_luc_rep5_10mM_N13_luc.tif:0387-0407	1387	280.463	389002	280	389002	174.25	background	pNRT2.1:LUC	10mM	plate13
10	20230921_luc_rep5_10mM_N13_luc.tif:0375-0299	1419	280.402	397891	280	397891	176.962	background	pNRT2.1:LUC	10mM	plate13
11	20230921_luc_rep5_10mM_N13_luc.tif:0376-0172	1461	280.361	409608	280	409608	181.986	background	pNRT2.1:LUC	10mM	plate13
1	20230921_luc_rep5_10mM_N14_luc.tif:0171-0067	1841	319.516	588229	297	588229	229.416	seedling105	pNRT2.1:LUC	10mM	plate14
2	20230921_luc_rep5_10mM_N14_luc.tif:0151-0107	1643	343.056	563641	310	563641	204.486	seedling106	pNRT2.1:LUC	10mM	plate14
3	20230921_luc_rep5_10mM_N14_luc.tif:0154-0151	1656	365.993	606084	327	606084	206.235	seedling107	pNRT2.1:LUC	10mM	plate14
4	20230921_luc_rep5_10mM_N14_luc.tif:0161-0214	1871	361.292	675978	325	675978	232.892	seedling108	pNRT2.1:LUC	10mM	plate14
5	20230921_luc_rep5_10mM_N14_luc.tif:0128-0266	1373	327.675	449898	310	449898	170.694	seedling109	pNRT2.1:LUC	10mM	plate14
6	20230921_luc_rep5_10mM_N14_luc.tif:0153-0321	1693	360.099	609648	320	609648	210.521	seedling110	pNRT2.1:LUC	10mM	plate14
7	20230921_luc_rep5_10mM_N14_luc.tif:0165-0370	1858	386.168	717500	326	717500	231.364	seedling111	pNRT2.1:LUC	10mM	plate14
8	20230921_luc_rep5_10mM_N14_luc.tif:0143-0433	1429	333.668	476811	303	476811	178.246	seedling112	pNRT2.1:LUC	10mM	plate14
9	20230921_luc_rep5_10mM_N14_luc.tif:0375-0413	1561	280.67	438126	281	438126	194.509	background	pNRT2.1:LUC	10mM	plate14
10	20230921_luc_rep5_10mM_N14_luc.tif:0386-0292	1586	280.648	445107	281	445107	197.252	background	pNRT2.1:LUC	10mM	plate14
11	20230921_luc_rep5_10mM_N14_luc.tif:0380-0146	1524	280.641	427697	281	427697	189.101	background	pNRT2.1:LUC	10mM	plate14
1	20230921_luc_rep5_10mM_N15_luc.tif:0136-0079	1352	317.857	429743	297	429743	168.081	seedling113	pNRT2.1:LUC	10mM	plate15
2	20230921_luc_rep5_10mM_N15_luc.tif:0133-0123	1302	314.137	409007	298	409007	161.527	seedling114	pNRT2.1:LUC	10mM	plate15
3	20230921_luc_rep5_10mM_N15_luc.tif:0165-0175	1912	351.934	672898	324	672898	238.061	seedling115	pNRT2.1:LUC	10mM	plate15
4	20230921_luc_rep5_10mM_N15_luc.tif:0123-0223	1348	309.081	416641	294	416641	167.504	seedling116	pNRT2.1:LUC	10mM	plate15
5	20230921_luc_rep5_10mM_N15_luc.tif:0133-0276	1572	324.387	509936	305	509936	195.778	seedling117	pNRT2.1:LUC	10mM	plate15
6	20230921_luc_rep5_10mM_N15_luc.tif:0149-0331	1713	336.342	576154	312	576154	213.427	seedling118	pNRT2.1:LUC	10mM	plate15
7	20230921_luc_rep5_10mM_N15_luc.tif:0157-0371	1705	344.78	587850	317	587850	212.671	seedling119	pNRT2.1:LUC	10mM	plate15
8	20230921_luc_rep5_10mM_N15_luc.tif:0161-0419	1731	309.031	534932	294	534932	215.507	seedling120	pNRT2.1:LUC	10mM	plate15
9	20230921_luc_rep5_10mM_N15_luc.tif:0387-0425	1556	280.864	437025	281	437025	193.341	background	pNRT2.1:LUC	10mM	plate15
10	20230921_luc_rep5_10mM_N15_luc.tif:0386-0264	1587	280.618	445341	281	445341	197.307	background	pNRT2.1:LUC	10mM	plate15
11	20230921_luc_rep5_10mM_N15_luc.tif:0383-0120	1744	280.639	489435	281	489435	216.959	background	pNRT2.1:LUC	10mM	plate15
1	20230921_luc_rep5_10mM_N16_luc.tif:0164-0047	1627	304.455	495348	290	495348	202.581	seedling121	pNRT2.1:LUC	10mM	plate16
2	20230921_luc_rep5_10mM_N16_luc.tif:0169-0098	1756	335.304	588794	306	588794	218.444	seedling122	pNRT2.1:LUC	10mM	plate16
3	20230921_luc_rep5_10mM_N16_luc.tif:0170-0161	1865	326.649	609200	303	609200	232.383	seedling123	pNRT2.1:LUC	10mM	plate16
4	20230921_luc_rep5_10mM_N16_luc.tif:0159-0221	1738	298.902	519492	289	519492	216.885	seedling124	pNRT2.1:LUC	10mM	plate16
5	20230921_luc_rep5_10mM_N16_luc.tif:0147-0258	1785	328.174	585790	305	585790	226.311	seedling125	pNRT2.1:LUC	10mM	plate16
6	20230921_luc_rep5_10mM_N16_luc.tif:0173-0320	2003	367.764	736632	320	736632	249.77	seedling126	pNRT2.1:LUC	10mM	plate16
7	20230921_luc_rep5_10mM_N16_luc.tif:0161-0366	1785	341.748	610020	316	610020	222.312	seedling127	pNRT2.1:LUC	10mM	plate16
8	20230921_luc_rep5_10mM_N16_luc.tif:0164-0414	1788	354.338	633557	315	633557	222.618	seedling128	pNRT2.1:LUC	10mM	plate16
9	20230921_luc_rep5_10mM_N16_luc.tif:0394-0429	1519	280.968	426791	281	426791	189.275	background	pNRT2.1:LUC	10mM	plate16
10	20230921_luc_rep5_10mM_N16_luc.tif:0384-0248	1508	280.642	423208	281	423208	187.418	background	pNRT2.1:LUC	10mM	plate16
11	20230921_luc_rep5_10mM_N16_luc.tif:0398-0132	1506	280.556	422518	281	422518	187.681	background	pNRT2.1:LUC	10mM	plate16
