number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
6	20230725_AV_30_starvation_T1_1mM_0mM_N11_luc.tif:0142-0320	1461	318.011	464614	307	464614	181.975	seedling86	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T1
7	20230725_AV_30_starvation_T1_1mM_0mM_N11_luc.tif:0125-0369	1087	303.22	329600	292	329600	135.018	seedling87	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T1
8	20230725_AV_30_starvation_T1_1mM_0mM_N11_luc.tif:0131-0427	1136	312.086	354530	297	354530	141.242	seedling88	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T1
9	20230725_AV_30_starvation_T1_1mM_0mM_N11_luc.tif:0389-0430	1300	280.241	364313	280	364313	162.164	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T1
10	20230725_AV_30_starvation_T1_1mM_0mM_N11_luc.tif:0405-0327	1440	280.156	403424	280	403424	179.109	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T1
11	20230725_AV_30_starvation_T1_1mM_0mM_N11_luc.tif:0402-0249	1347	280.141	377350	280	377350	166.945	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T1
1	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0127-0073	985	283.601	279347	282	279347	122.503	seedling89	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
2	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0121-0119	950	286.574	272245	283	272245	117.935	seedling90	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
3	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0143-0174	1421	317.314	450903	303	450903	176.2	seedling91	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
4	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0133-0229	1229	305.604	375587	294	375587	152.788	seedling92	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
5	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0125-0285	1099	302.882	332867	294	332867	136.259	seedling93	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
6	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0145-0332	1352	311.027	420509	299	420509	168.269	seedling94	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
7	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0125-0386	1052	287.114	302044	283	302044	130.463	seedling95	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
8	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0110-0437	922	285.585	263309	283	263309	113.845	seedling96	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
9	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0367-0399	1091	280.177	305673	280	305673	134.913	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
10	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0418-0291	1254	280.083	351224	280	351224	155.637	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
11	20230725_AV_30_starvation_T1_1mM_0mM_N12_luc.tif:0380-0207	1534	280.146	429744	280	429744	190.595	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T1
