number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
10	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0328-0246	2578	285.782	736745	286	736745	321.479	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
11	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N6_luc.tif:0347-0092	2215	285.603	632611	286	632611	276.097	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T6
1	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0183-0074	2019	317.249	640526	299	640526	251.64	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
2	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0213-0113	2657	353.049	938050	324	938050	331.566	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
3	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0223-0176	2881	384.852	1108760	351	1108760	359.753	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
4	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0227-0224	2862	359.892	1030011	331	1030011	357.666	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
5	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0206-0279	2540	336.195	853936	314	853936	315.832	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
6	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0175-0342	2115	334.006	706423	309	706423	263.476	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
7	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0186-0389	2304	341.494	786803	314	786803	287.462	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
8	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0214-0427	2528	391.534	989798	334	989798	315.479	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
9	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0353-0319	1980	284.585	563479	285	563479	246.351	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
10	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0373-0058	2403	282.997	680041	283	680041	299.638	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
11	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N7_luc.tif:0346-0154	2143	285.286	611367	285	611367	266.755	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T6
1	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0241-0060	2563	333.865	855695	310	855695	320.702	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
2	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0247-0107	2914	364.414	1061901	325	1061901	363.941	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
3	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0231-0165	2904	360.373	1046522	326	1046522	362.134	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
4	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0224-0215	2840	372.793	1058731	331	1058731	354.59	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
5	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0205-0273	2561	348.585	892726	324	892726	319.275	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
6	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0206-0330	2553	348.887	890709	322	890709	318.753	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
7	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0228-0378	2875	370.348	1064751	331	1064751	359.094	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
8	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0227-0419	2833	351.067	994574	319	994574	353.078	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
9	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0332-0454	2217	284.725	631235	285	631235	276.119	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
10	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0354-0310	2022	285.262	576800	285	576800	251.109	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
11	20230730_AV_30_starvation_T6_1mM_1mM_1mM_N8_luc.tif:0347-0246	2121	285.489	605523	285	605523	264.166	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T6
