Primer	Name	Cp
LVG	pNRT2.1:luc_1mM_7	25.53
HVG	pNRT2.1:luc_1mM_7	26.32
HVG	pNRT2.1:luc_1mM_7	26.57
HVG	pNRT2.1:luc_1mM_7	26.46
NRT2.1	pNRT2.1:luc_1mM_7	22.67
NRT2.1	pNRT2.1:luc_1mM_7	22.69
NRT2.1	pNRT2.1:luc_1mM_7	22.7
NRT1.1	pNRT2.1:luc_1mM_7	26.14
NRT1.1	pNRT2.1:luc_1mM_7	26.05
NRT1.1	pNRT2.1:luc_1mM_7	25.96
LUC	pNRT2.1:luc_1mM_7	29.92
LUC	pNRT2.1:luc_1mM_7	29.68
LUC	pNRT2.1:luc_1mM_7	30.06
PP2C	pNRT2.1:luc_1mM_7	27.68
PP2C	pNRT2.1:luc_1mM_7	27.98
PP2C	pNRT2.1:luc_1mM_7	27.79
UBQ10	pNRT2.1:luc_1mM_15	19.19
UBQ10	pNRT2.1:luc_1mM_15	19.19
UBQ10	pNRT2.1:luc_1mM_15	19.19
ACT2	pNRT2.1:luc_1mM_15	26.67
ACT2	pNRT2.1:luc_1mM_15	26.64
ACT2	pNRT2.1:luc_1mM_15	26.81
LVG	pNRT2.1:luc_1mM_15	25.03
LVG	pNRT2.1:luc_1mM_15	25.1
LVG	pNRT2.1:luc_1mM_15	25.15
HVG	pNRT2.1:luc_1mM_15	25.72
HVG	pNRT2.1:luc_1mM_15	25.83
HVG	pNRT2.1:luc_1mM_15	25.96
NRT2.1	pNRT2.1:luc_1mM_15	22.17
NRT2.1	pNRT2.1:luc_1mM_15	22.16
NRT2.1	pNRT2.1:luc_1mM_15	22.16
NRT1.1	pNRT2.1:luc_1mM_15	25.65
NRT1.1	pNRT2.1:luc_1mM_15	25.59
NRT1.1	pNRT2.1:luc_1mM_15	25.64
LUC	pNRT2.1:luc_1mM_15	29.65
LUC	pNRT2.1:luc_1mM_15	29.12
LUC	pNRT2.1:luc_1mM_15	29.6
PP2C	pNRT2.1:luc_1mM_15	27.85
PP2C	pNRT2.1:luc_1mM_15	27.88
PP2C	pNRT2.1:luc_1mM_15	27.87
UBQ10	pNRT2.1:luc_1mM_8	19.3
UBQ10	pNRT2.1:luc_1mM_8	19.26
UBQ10	pNRT2.1:luc_1mM_8	19.44
ACT2	pNRT2.1:luc_1mM_8	26.93
ACT2	pNRT2.1:luc_1mM_8	27.25
ACT2	pNRT2.1:luc_1mM_8	26.79
LVG	pNRT2.1:luc_1mM_8	25.32
LVG	pNRT2.1:luc_1mM_8	25.35
LVG	pNRT2.1:luc_1mM_8	25.44
HVG	pNRT2.1:luc_1mM_8	26.04
HVG	pNRT2.1:luc_1mM_8	25.92
HVG	pNRT2.1:luc_1mM_8	25.91
NRT2.1	pNRT2.1:luc_1mM_8	22.43
NRT2.1	pNRT2.1:luc_1mM_8	22.49
NRT2.1	pNRT2.1:luc_1mM_8	22.45
NRT1.1	pNRT2.1:luc_1mM_8	25.69
NRT1.1	pNRT2.1:luc_1mM_8	25.77
NRT1.1	pNRT2.1:luc_1mM_8	25.76
LUC	pNRT2.1:luc_1mM_8	30.12
LUC	pNRT2.1:luc_1mM_8	29.53
LUC	pNRT2.1:luc_1mM_8	29.8
PP2C	pNRT2.1:luc_1mM_8	27.8
PP2C	pNRT2.1:luc_1mM_8	27.69
PP2C	pNRT2.1:luc_1mM_8	27.78
UBQ10	pNRT2.1:luc_1mM_16	18.9
UBQ10	pNRT2.1:luc_1mM_16	18.87
UBQ10	pNRT2.1:luc_1mM_16	18.95
ACT2	pNRT2.1:luc_1mM_16	27.22
ACT2	pNRT2.1:luc_1mM_16	27.62
ACT2	pNRT2.1:luc_1mM_16	27.28
LVG	pNRT2.1:luc_1mM_16	25.59
LVG	pNRT2.1:luc_1mM_16	25.52
LVG	pNRT2.1:luc_1mM_16	25.73
HVG	pNRT2.1:luc_1mM_16	26.31
HVG	pNRT2.1:luc_1mM_16	26.09
HVG	pNRT2.1:luc_1mM_16	26.34
NRT2.1	pNRT2.1:luc_1mM_16	22.74
NRT2.1	pNRT2.1:luc_1mM_16	22.75
NRT2.1	pNRT2.1:luc_1mM_16	22.97
NRT1.1	pNRT2.1:luc_1mM_16	26.06
NRT1.1	pNRT2.1:luc_1mM_16	26.14
NRT1.1	pNRT2.1:luc_1mM_16	26.01
LUC	pNRT2.1:luc_1mM_16	29.29
LUC	pNRT2.1:luc_1mM_16	29.65
LUC	pNRT2.1:luc_1mM_16	29.17
PP2C	pNRT2.1:luc_1mM_16	27.98
PP2C	pNRT2.1:luc_1mM_16	28.09
PP2C	pNRT2.1:luc_1mM_16	28.09
