Primer	Name	Cp
PP2C	pNRT2.1:luc_1mM_22	28.82
PP2C	pNRT2.1:luc_1mM_22	29.13
PP2C	pNRT2.1:luc_1mM_22	28.77
UBQ10	pNRT2.1:luc_1mM_23	19.1
UBQ10	pNRT2.1:luc_1mM_23	19.17
UBQ10	pNRT2.1:luc_1mM_23	19.14
ACT2	pNRT2.1:luc_1mM_23	27.07
ACT2	pNRT2.1:luc_1mM_23	26.99
ACT2	pNRT2.1:luc_1mM_23	26.99
LVG	pNRT2.1:luc_1mM_23	25.54
LVG	pNRT2.1:luc_1mM_23	25.6
LVG	pNRT2.1:luc_1mM_23	25.6
HVG	pNRT2.1:luc_1mM_23	26.26
HVG	pNRT2.1:luc_1mM_23	26.19
HVG	pNRT2.1:luc_1mM_23	26.47
NRT2.1	pNRT2.1:luc_1mM_23	22.91
NRT2.1	pNRT2.1:luc_1mM_23	22.92
NRT2.1	pNRT2.1:luc_1mM_23	22.98
NRT1.1	pNRT2.1:luc_1mM_23	26.05
NRT1.1	pNRT2.1:luc_1mM_23	26.15
NRT1.1	pNRT2.1:luc_1mM_23	26.07
LUC	pNRT2.1:luc_1mM_23	
LUC	pNRT2.1:luc_1mM_23	28.91
LUC	pNRT2.1:luc_1mM_23	29.03
PP2C	pNRT2.1:luc_1mM_23	28.25
PP2C	pNRT2.1:luc_1mM_23	28.11
PP2C	pNRT2.1:luc_1mM_23	28.13
UBQ10	pNRT2.1:luc_1mM_24	18.96
UBQ10	pNRT2.1:luc_1mM_24	19.01
UBQ10	pNRT2.1:luc_1mM_24	18.99
ACT2	pNRT2.1:luc_1mM_24	26.08
ACT2	pNRT2.1:luc_1mM_24	26.02
ACT2	pNRT2.1:luc_1mM_24	26.04
LVG	pNRT2.1:luc_1mM_24	24.94
LVG	pNRT2.1:luc_1mM_24	24.94
LVG	pNRT2.1:luc_1mM_24	24.91
HVG	pNRT2.1:luc_1mM_24	25.31
HVG	pNRT2.1:luc_1mM_24	25.16
HVG	pNRT2.1:luc_1mM_24	25.31
NRT2.1	pNRT2.1:luc_1mM_24	21.92
NRT2.1	pNRT2.1:luc_1mM_24	21.97
NRT2.1	pNRT2.1:luc_1mM_24	21.92
NRT1.1	pNRT2.1:luc_1mM_24	25.46
NRT1.1	pNRT2.1:luc_1mM_24	25.47
NRT1.1	pNRT2.1:luc_1mM_24	25.55
LUC	pNRT2.1:luc_1mM_24	28.83
LUC	pNRT2.1:luc_1mM_24	28.69
LUC	pNRT2.1:luc_1mM_24	28.67
PP2C	pNRT2.1:luc_1mM_24	27.16
PP2C	pNRT2.1:luc_1mM_24	27.31
PP2C	pNRT2.1:luc_1mM_24	27.34
