number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
2	20220712_pNRT2.1_10mM_N16_luc.tif:0216-0109	1907	301.701	575344	289	575344	238.015	seedling122	pNRT2.1:LUC	10mM	plate16
3	20220712_pNRT2.1_10mM_N16_luc.tif:0218-0171	1996	306.594	611961	287	611961	250.755	seedling123	pNRT2.1:LUC	10mM	plate16
4	20220712_pNRT2.1_10mM_N16_luc.tif:0211-0214	1867	308.683	576312	290	576312	232.14	seedling124	pNRT2.1:LUC	10mM	plate16
5	20220712_pNRT2.1_10mM_N16_luc.tif:0245-0282	2365	342.632	810325	297	810325	294.753	seedling125	pNRT2.1:LUC	10mM	plate16
6	20220712_pNRT2.1_10mM_N16_luc.tif:0234-0326	2193	318.394	698238	296	698238	273.414	seedling126	pNRT2.1:LUC	10mM	plate16
7	20220712_pNRT2.1_10mM_N16_luc.tif:0238-0383	2219	320.79	711834	292	711834	276.535	seedling127	pNRT2.1:LUC	10mM	plate16
8	20220712_pNRT2.1_10mM_N16_luc.tif:0225-0444	2103	305.505	642478	288	642478	262.762	seedling128	pNRT2.1:LUC	10mM	plate16
9	20220712_pNRT2.1_10mM_N16_luc.tif:0419-0431	1379	277.175	382224	277	382224	171.274	background	pNRT2.1:LUC	10mM	plate16
10	20220712_pNRT2.1_10mM_N16_luc.tif:0430-0164	1349	276.833	373448	277	373448	166.474	background	pNRT2.1:LUC	10mM	plate16
11	20220712_pNRT2.1_10mM_N16_luc.tif:0405-0255	1562	277.071	432785	277	432785	193.951	background	pNRT2.1:LUC	10mM	plate16
