number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
5	20230302_pNRT21_rep2_N6_1mM_luc.tif:0147-0282	904	302.689	273631	296	273631	111.87	seedling45	pNRT2.1:LUC	1mM	plate6
6	20230302_pNRT21_rep2_N6_1mM_luc.tif:0144-0337	994	331.622	329632	313	329632	123.693	seedling46	pNRT2.1:LUC	1mM	plate6
7	20230302_pNRT21_rep2_N6_1mM_luc.tif:0155-0380	1114	317.539	353739	305	353739	138.701	seedling47	pNRT2.1:LUC	1mM	plate6
8	20230302_pNRT21_rep2_N6_1mM_luc.tif:0159-0438	1053	336.254	354075	312	354075	130.618	seedling48	pNRT2.1:LUC	1mM	plate6
9	20230302_pNRT21_rep2_N6_1mM_luc.tif:0368-0457	1108	288.128	319246	288	319246	137.059	background	pNRT2.1:LUC	1mM	plate6
10	20230302_pNRT21_rep2_N6_1mM_luc.tif:0346-0288	1105	287.719	317929	288	317929	136.918	background	pNRT2.1:LUC	1mM	plate6
11	20230302_pNRT21_rep2_N6_1mM_luc.tif:0355-0148	1353	287.835	389441	288	389441	168.074	background	pNRT2.1:LUC	1mM	plate6
1	20230302_pNRT21_rep2_N7_1mM_luc.tif:0178-0071	1395	326.231	455092	304	455092	173.083	seedling49	pNRT2.1:LUC	1mM	plate7
2	20230302_pNRT21_rep2_N7_1mM_luc.tif:0188-0111	1576	358.124	564403	325	564403	196.63	seedling50	pNRT2.1:LUC	1mM	plate7
3	20230302_pNRT21_rep2_N7_1mM_luc.tif:0179-0165	1586	352.044	558342	322	558342	197.815	seedling51	pNRT2.1:LUC	1mM	plate7
4	20230302_pNRT21_rep2_N7_1mM_luc.tif:0158-0223	1270	317.134	402760	305	402760	157.771	seedling52	pNRT2.1:LUC	1mM	plate7
5	20230302_pNRT21_rep2_N7_1mM_luc.tif:0159-0271	1266	324.62	410969	308	410969	157.205	seedling53	pNRT2.1:LUC	1mM	plate7
6	20230302_pNRT21_rep2_N7_1mM_luc.tif:0177-0329	1640	358.998	588756	331	588756	204.288	seedling54	pNRT2.1:LUC	1mM	plate7
7	20230302_pNRT21_rep2_N7_1mM_luc.tif:0176-0376	1555	395.372	614804	345	614804	193.192	seedling55	pNRT2.1:LUC	1mM	plate7
8	20230302_pNRT21_rep2_N7_1mM_luc.tif:0157-0425	1312	337.54	442852	316	442852	163.448	seedling56	pNRT2.1:LUC	1mM	plate7
9	20230302_pNRT21_rep2_N7_1mM_luc.tif:0379-0433	1428	287.176	410087	287	410087	177.633	background	pNRT2.1:LUC	1mM	plate7
10	20230302_pNRT21_rep2_N7_1mM_luc.tif:0387-0286	1543	287.067	442945	287	442945	192.271	background	pNRT2.1:LUC	1mM	plate7
11	20230302_pNRT21_rep2_N7_1mM_luc.tif:0397-0229	1488	287.095	427198	287	427198	184.487	background	pNRT2.1:LUC	1mM	plate7
1	20230302_pNRT21_rep2_N8_1mM_luc.tif:0145-0062	939	327.223	307262	303	307262	116.485	seedling57	pNRT2.1:LUC	1mM	plate8
3	20230302_pNRT21_rep2_N8_1mM_luc.tif:0136-0177	870	319.411	277888	306	277888	107.99	seedling59	pNRT2.1:LUC	1mM	plate8
4	20230302_pNRT21_rep2_N8_1mM_luc.tif:0144-0220	959	305.221	292707	297	292707	118.598	seedling60	pNRT2.1:LUC	1mM	plate8
5	20230302_pNRT21_rep2_N8_1mM_luc.tif:0137-0273	842	351.932	296327	312	296327	103.956	seedling61	pNRT2.1:LUC	1mM	plate8
6	20230302_pNRT21_rep2_N8_1mM_luc.tif:0136-0325	879	297.795	261762	292	261762	108.982	seedling62	pNRT2.1:LUC	1mM	plate8
7	20230302_pNRT21_rep2_N8_1mM_luc.tif:0121-0374	621	336.317	208853	313	208853	76.568	seedling63	pNRT2.1:LUC	1mM	plate8
8	20230302_pNRT21_rep2_N8_1mM_luc.tif:0145-0430	928	312.139	289665	298	289665	114.562	seedling64	pNRT2.1:LUC	1mM	plate8
9	20230302_pNRT21_rep2_N8_1mM_luc.tif:0380-0442	986	286.034	282030	286	282030	122.152	background	pNRT2.1:LUC	1mM	plate8
10	20230302_pNRT21_rep2_N8_1mM_luc.tif:0395-0341	1362	285.886	389377	286	389377	169.716	background	pNRT2.1:LUC	1mM	plate8
11	20230302_pNRT21_rep2_N8_1mM_luc.tif:0383-0261	1135	285.822	324408	286	324408	141.246	background	pNRT2.1:LUC	1mM	plate8
1	20230302_pNRT21_rep2_N13_10mM_luc.tif:0160-0073	1527	309.045	471912	289	471912	190.115	seedling97	pNRT2.1:LUC	10mM	plate13
2	20230302_pNRT21_rep2_N13_10mM_luc.tif:0164-0114	1605	311.069	499265	291	499265	199.827	seedling98	pNRT2.1:LUC	10mM	plate13
3	20230302_pNRT21_rep2_N13_10mM_luc.tif:0134-0187	1115	297.517	331732	289	331732	138.598	seedling99	pNRT2.1:LUC	10mM	plate13
4	20230302_pNRT21_rep2_N13_10mM_luc.tif:0140-0226	1307	300.069	392190	291	392190	163.061	seedling100	pNRT2.1:LUC	10mM	plate13
5	20230302_pNRT21_rep2_N13_10mM_luc.tif:0168-0277	1628	312.118	508128	291	508128	202.645	seedling101	pNRT2.1:LUC	10mM	plate13
6	20230302_pNRT21_rep2_N13_10mM_luc.tif:0162-0322	1644	304.353	500357	291	500357	205.076	seedling102	pNRT2.1:LUC	10mM	plate13
7	20230302_pNRT21_rep2_N13_10mM_luc.tif:0175-0386	1861	324.58	604043	297	604043	232.741	seedling103	pNRT2.1:LUC	10mM	plate13
8	20230302_pNRT21_rep2_N13_10mM_luc.tif:0167-0416	1772	330.773	586130	294	586130	220.612	seedling104	pNRT2.1:LUC	10mM	plate13
9	20230302_pNRT21_rep2_N13_10mM_luc.tif:0395-0460	1588	284.157	451241	284	451241	197.175	background	pNRT2.1:LUC	10mM	plate13
10	20230302_pNRT21_rep2_N13_10mM_luc.tif:0398-0377	1543	284.03	438258	284	438258	192.82	background	pNRT2.1:LUC	10mM	plate13
11	20230302_pNRT21_rep2_N13_10mM_luc.tif:0405-0284	1477	283.576	418842	283	418842	183.717	background	pNRT2.1:LUC	10mM	plate13
1	20230302_pNRT21_rep2_N14_10mM_luc.tif:0182-0069	1639	317.412	520239	293	520239	203.811	seedling105	pNRT2.1:LUC	10mM	plate14
2	20230302_pNRT21_rep2_N14_10mM_luc.tif:0186-0118	1729	321.331	555582	297	555582	214.8	seedling106	pNRT2.1:LUC	10mM	plate14
3	20230302_pNRT21_rep2_N14_10mM_luc.tif:0152-0177	1250	293.509	366886	288	366886	155.685	seedling107	pNRT2.1:LUC	10mM	plate14
4	20230302_pNRT21_rep2_N14_10mM_luc.tif:0160-0223	1419	315.599	447835	298	447835	175.852	seedling108	pNRT2.1:LUC	10mM	plate14
5	20230302_pNRT21_rep2_N14_10mM_luc.tif:0154-0282	1330	300.231	399307	291	399307	165.321	seedling109	pNRT2.1:LUC	10mM	plate14
6	20230302_pNRT21_rep2_N14_10mM_luc.tif:0157-0325	1420	293.12	416231	288	416231	176.47	seedling110	pNRT2.1:LUC	10mM	plate14
7	20230302_pNRT21_rep2_N14_10mM_luc.tif:0186-0378	1825	335.884	612988	301	612988	227.511	seedling111	pNRT2.1:LUC	10mM	plate14
8	20230302_pNRT21_rep2_N14_10mM_luc.tif:0184-0421	1766	321.807	568312	294	568312	220.186	seedling112	pNRT2.1:LUC	10mM	plate14
9	20230302_pNRT21_rep2_N14_10mM_luc.tif:0396-0442	1496	283.922	424748	284	424748	185.983	background	pNRT2.1:LUC	10mM	plate14
10	20230302_pNRT21_rep2_N14_10mM_luc.tif:0405-0309	1537	283.699	436045	284	436045	190.545	background	pNRT2.1:LUC	10mM	plate14
11	20230302_pNRT21_rep2_N14_10mM_luc.tif:0409-0156	1438	283.732	408006	284	408006	178.768	background	pNRT2.1:LUC	10mM	plate14
1	20230302_pNRT21_rep2_N15_10mM_luc.tif:0190-0081	1695	338.764	574205	298	574205	210.83	seedling113	pNRT2.1:LUC	10mM	plate15
2	20230302_pNRT21_rep2_N15_10mM_luc.tif:0189-0111	1712	320.887	549359	295	549359	212.461	seedling114	pNRT2.1:LUC	10mM	plate15
3	20230302_pNRT21_rep2_N15_10mM_luc.tif:0202-0168	1804	342.78	618375	306	618375	225.082	seedling115	pNRT2.1:LUC	10mM	plate15
4	20230302_pNRT21_rep2_N15_10mM_luc.tif:0158-0230	1178	317.484	373996	300	373996	146.193	seedling116	pNRT2.1:LUC	10mM	plate15
5	20230302_pNRT21_rep2_N15_10mM_luc.tif:0172-0286	1434	312.972	448802	296	448802	178.652	seedling117	pNRT2.1:LUC	10mM	plate15
6	20230302_pNRT21_rep2_N15_10mM_luc.tif:0177-0336	1409	322.748	454752	299	454752	175.355	seedling118	pNRT2.1:LUC	10mM	plate15
7	20230302_pNRT21_rep2_N15_10mM_luc.tif:0196-0378	1737	334.446	580932	302	580932	215.681	seedling119	pNRT2.1:LUC	10mM	plate15
8	20230302_pNRT21_rep2_N15_10mM_luc.tif:0193-0442	1606	372.71	598572	310	598572	199.737	seedling120	pNRT2.1:LUC	10mM	plate15
9	20230302_pNRT21_rep2_N15_10mM_luc.tif:0414-0455	1442	283.807	409250	284	409250	179.46	background	pNRT2.1:LUC	10mM	plate15
10	20230302_pNRT21_rep2_N15_10mM_luc.tif:0409-0329	1371	283.717	388976	284	388976	170.257	background	pNRT2.1:LUC	10mM	plate15
11	20230302_pNRT21_rep2_N15_10mM_luc.tif:0406-0269	1390	283.616	394226	284	394226	173.097	background	pNRT2.1:LUC	10mM	plate15
1	20230302_pNRT21_rep2_N16_10mM_luc.tif:0144-0060	638	299.801	191273	287	191273	78.621	seedling121	pNRT2.1:LUC	10mM	plate16
2	20230302_pNRT21_rep2_N16_10mM_luc.tif:0131-0111	493	319.598	157562	297	157562	60.706	seedling122	pNRT2.1:LUC	10mM	plate16
3	20230302_pNRT21_rep2_N16_10mM_luc.tif:0165-0155	1114	296.947	330799	290	330799	138.344	seedling123	pNRT2.1:LUC	10mM	plate16
4	20230302_pNRT21_rep2_N16_10mM_luc.tif:0178-0217	1331	309.823	412375	295	412375	165.392	seedling124	pNRT2.1:LUC	10mM	plate16
5	20230302_pNRT21_rep2_N16_10mM_luc.tif:0161-0267	1152	307.782	354565	295	354565	142.767	seedling125	pNRT2.1:LUC	10mM	plate16
6	20230302_pNRT21_rep2_N16_10mM_luc.tif:0196-0325	1820	312.238	568274	293	568274	225.986	seedling126	pNRT2.1:LUC	10mM	plate16
7	20230302_pNRT21_rep2_N16_10mM_luc.tif:0187-0368	1673	306.009	511953	291	511953	207.984	seedling127	pNRT2.1:LUC	10mM	plate16
8	20230302_pNRT21_rep2_N16_10mM_luc.tif:0172-0422	1375	317.904	437118	295	437118	170.409	seedling128	pNRT2.1:LUC	10mM	plate16
9	20230302_pNRT21_rep2_N16_10mM_luc.tif:0393-0463	1448	283.824	410977	284	410977	179.728	background	pNRT2.1:LUC	10mM	plate16
10	20230302_pNRT21_rep2_N16_10mM_luc.tif:0393-0384	1311	283.645	371859	284	371859	163.1	background	pNRT2.1:LUC	10mM	plate16
11	20230302_pNRT21_rep2_N16_10mM_luc.tif:0399-0260	1511	283.504	428375	283	428375	188.125	background	pNRT2.1:LUC	10mM	plate16
