number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
6	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N6_luc.tif:0235-0326	3140	372.983	1171168	343	1171168	390.347	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T8
7	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N6_luc.tif:0181-0368	2152	344.077	740453	320	740453	267.932	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T8
8	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N6_luc.tif:0261-0411	3397	359.262	1220414	323	1220414	423.984	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T8
9	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N6_luc.tif:0316-0457	2237	286.509	640921	287	640921	278.283	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T8
10	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N6_luc.tif:0342-0218	2228	287.937	641524	288	641524	278.192	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T8
11	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N6_luc.tif:0295-0030	2739	285.316	781481	285	781481	341.117	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T8
1	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0214-0080	2513	344.362	865382	317	865382	312.802	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
2	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0252-0117	3182	350.234	1114445	315	1114445	397.303	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
3	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0260-0179	3413	387.738	1323350	344	1323350	425.797	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
4	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0270-0222	3417	381.071	1302121	347	1302121	425.683	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
5	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0255-0278	2964	349.003	1034444	327	1034444	369.624	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
6	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0209-0337	2582	342.513	884368	319	884368	322.008	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
7	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0216-0398	2864	339.791	973161	314	973161	358.034	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
8	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0252-0423	3155	382.002	1205216	330	1205216	395.174	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
9	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0347-0321	2205	286.834	632468	287	632468	274.316	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
10	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0337-0045	2092	284.398	594961	284	594961	260.222	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
11	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N7_luc.tif:0360-0459	2115	286.387	605708	286	605708	262.933	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T8
1	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0263-0060	3070	344.79	1058505	316	1058505	383.948	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
2	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0271-0108	3488	350.468	1222432	314	1222432	436.459	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
3	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0258-0166	3389	352.683	1195241	324	1195241	423.675	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
4	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0256-0221	3521	359.222	1264820	325	1264820	439.843	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
5	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0214-0274	2826	343.791	971552	320	971552	352.194	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
6	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0222-0329	2958	339.926	1005502	313	1005502	371.629	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
7	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0250-0382	3355	365.316	1225636	337	1225636	419.086	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
8	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0249-0421	3260	360.217	1174308	330	1174308	406.922	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
9	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0312-0462	2337	286.597	669777	287	669777	291.608	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
10	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0339-0268	2209	287.419	634908	287	634908	275.534	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
11	20230801_AV_30_starvation_T8_1mM_1mM_1mM_N8_luc.tif:0353-0058	2192	285.037	624802	285	624802	272.687	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T8
