number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
6	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0146-0312	1480	321.341	475584	303	475584	183.803	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
7	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0144-0366	1654	340.723	563556	314	563556	207.576	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
8	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0153-0435	1778	375.453	667556	336	667556	222.159	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
9	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0375-0377	1901	285.215	542193	285	542193	236.331	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
10	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0379-0261	1581	284.978	450550	285	450550	196.43	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
11	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0393-0074	1592	284.585	453059	285	453059	197.464	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
1	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0187-0052	1816	330.004	599288	306	599288	225.698	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
2	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0193-0115	2079	362.151	752912	329	752912	260.698	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
3	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0182-0161	2020	366.747	740828	339	740828	253.438	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
4	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0182-0206	2010	386.822	777512	354	777512	249.876	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
5	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0160-0269	1680	329.272	553177	310	553177	209.125	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
6	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0163-0321	1776	335.361	595601	311	595601	221.359	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
7	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0180-0370	2119	343.623	728137	318	728137	264.216	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
8	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0184-0422	2057	342.687	704907	312	704907	256.728	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
9	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0388-0447	1749	285.215	498841	285	498841	218.168	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
10	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0381-0318	1652	285.034	470876	285	470876	205.548	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
11	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0356-0242	1677	285.546	478861	286	478861	208.637	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
1	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0188-0056	1942	296.881	576543	291	576543	241.236	seedling65	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
2	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0178-0112	1858	293.22	544803	289	544803	230.476	seedling66	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
3	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0166-0147	1880	294.331	553342	289	553342	233.918	seedling67	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
4	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0178-0200	2022	296.268	599054	290	599054	251.525	seedling68	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
5	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0165-0257	1870	292.911	547743	288	547743	233.196	seedling69	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
6	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0170-0294	2103	295.736	621932	290	621932	262.227	seedling70	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
7	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0140-0366	1542	290.065	447280	287	447280	192.526	seedling71	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
8	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0186-0428	2119	298.589	632711	292	632711	263.49	seedling72	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
9	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0373-0394	1657	284.393	471240	284	471240	206.016	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
10	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0375-0300	1651	284.102	469052	284	469052	205.062	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
11	20230727_AV_30_starvation_T3_1mM_0mM_N9_luc.tif:0393-0177	1491	284.059	423532	284	423532	185.878	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T3
1	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0169-0077	1720	294.197	506018	290	506018	214.213	seedling73	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
2	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0159-0106	1693	294.351	498336	290	498336	210.416	seedling74	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
3	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0151-0158	1626	294.309	478546	289	478546	202.117	seedling75	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
4	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0148-0212	1558	293.456	457204	289	457204	193.061	seedling76	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
5	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0173-0274	2043	298.493	609821	291	609821	254.339	seedling77	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
6	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0158-0311	1846	294.702	544019	290	544019	229.883	seedling78	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
7	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0168-0370	2004	296.948	595084	291	595084	249.241	seedling79	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
8	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0150-0419	1678	293.896	493158	289	493158	209.156	seedling80	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
9	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0381-0409	1626	284.235	462166	284	462166	201.861	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
10	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0378-0326	1734	284.101	492631	284	492631	215.57	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
11	20230727_AV_30_starvation_T3_1mM_0mM_N10_luc.tif:0380-0219	1669	284.038	474059	284	474059	207.229	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T3
1	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0182-0062	1984	296.377	588012	290	588012	247.662	seedling81	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
2	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0169-0090	1740	293.687	511015	289	511015	217.562	seedling82	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
3	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0152-0163	1486	295.065	438467	290	438467	184.107	seedling83	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
4	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0157-0213	1580	291.728	460930	288	460930	196.149	seedling84	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
5	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0184-0256	2082	296.831	618002	290	618002	259.153	seedling85	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
6	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0182-0322	2092	298.363	624175	291	624175	261.144	seedling86	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
7	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0151-0371	1560	295.088	460337	290	460337	194.399	seedling87	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
8	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0158-0410	1674	298.153	499108	291	499108	208.734	seedling88	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
9	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0384-0438	1520	284.015	431703	284	431703	188.991	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
10	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0387-0292	1663	283.699	471791	284	471791	206.478	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
11	20230727_AV_30_starvation_T3_1mM_0mM_N11_luc.tif:0374-0174	1609	283.768	456582	284	456582	200.31	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T3
1	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0161-0060	1305	289.723	378088	286	378088	162.114	seedling89	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
2	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0152-0105	1256	291.697	366372	288	366372	156.547	seedling90	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
3	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0192-0156	1996	297.849	594507	292	594507	248.843	seedling91	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
4	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0167-0220	1681	293.506	493384	290	493384	208.653	seedling92	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
5	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0164-0271	1590	296.242	471024	290	471024	198.174	seedling93	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
6	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0192-0318	1976	303.261	599244	295	599244	246.046	seedling94	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
7	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0152-0380	1363	291.827	397760	288	397760	169.505	seedling95	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
8	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0136-0424	1201	294.306	353462	288	353462	149.047	seedling96	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
9	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0383-0437	1627	283.868	461853	284	461853	202.374	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
10	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0407-0283	1481	283.69	420145	284	420145	183.532	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
11	20230727_AV_30_starvation_T3_1mM_0mM_N12_luc.tif:0385-0097	1388	283.463	393446	284	393446	172.717	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T3
