number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
2	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0181-0104	1791	370.365	663323	330	663323	222.998	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
3	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0182-0155	2040	361.751	737973	333	737973	253.692	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
4	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0175-0205	2054	357.947	735224	329	735224	256.732	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
5	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0158-0269	1777	348.465	619223	320	619223	221.934	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
6	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0146-0312	1480	321.341	475584	303	475584	183.803	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
7	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0144-0366	1654	340.723	563556	314	563556	207.576	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
8	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0153-0435	1778	375.453	667556	336	667556	222.159	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
9	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0375-0377	1901	285.215	542193	285	542193	236.331	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
10	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0379-0261	1581	284.978	450550	285	450550	196.43	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
11	20230727_AV_30_starvation_T3_1mM_1mM_N7_luc.tif:0393-0074	1592	284.585	453059	285	453059	197.464	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T3
1	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0187-0052	1816	330.004	599288	306	599288	225.698	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
2	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0193-0115	2079	362.151	752912	329	752912	260.698	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
3	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0182-0161	2020	366.747	740828	339	740828	253.438	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
4	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0182-0206	2010	386.822	777512	354	777512	249.876	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
5	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0160-0269	1680	329.272	553177	310	553177	209.125	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
6	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0163-0321	1776	335.361	595601	311	595601	221.359	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
7	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0180-0370	2119	343.623	728137	318	728137	264.216	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
8	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0184-0422	2057	342.687	704907	312	704907	256.728	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
9	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0388-0447	1749	285.215	498841	285	498841	218.168	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
10	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0381-0318	1652	285.034	470876	285	470876	205.548	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
11	20230727_AV_30_starvation_T3_1mM_1mM_N8_luc.tif:0356-0242	1677	285.546	478861	286	478861	208.637	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T3
