number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
11	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0388-0217	1334	287.433	383436	287	383436	166.134	background		1mM->1mM->1mM	plate5	T2
1	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0167-0062	1637	371.051	607411	330	607411	203.558	seedling41	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
2	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0151-0115	1452	370.913	538565	328	538565	180.795	seedling42	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
3	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0163-0177	1664	435.283	724311	381	724311	206.521	seedling43	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
4	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0125-0218	1019	311.884	317810	300	317810	126.142	seedling44	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
5	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0141-0268	1330	358.31	476552	327	476552	165.277	seedling45	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
6	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0155-0324	1646	375.174	617537	338	617537	205.418	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
7	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0127-0378	1098	303.521	333266	293	333266	136.207	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
8	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0161-0422	1711	395.334	676417	346	676417	213.369	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
9	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0371-0441	1583	287.315	454819	287	454819	196.719	background		1mM->1mM->1mM	plate6	T2
10	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0365-0366	1342	287.292	385546	287	385546	167.067	background		1mM->1mM->1mM	plate6	T2
11	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0390-0161	1502	287.094	431215	287	431215	187.096	background		1mM->1mM->1mM	plate6	T2
1	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0141-0057	1100	336.419	370061	311	370061	137.267	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
2	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0158-0105	1505	380.165	572148	339	572148	187.748	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
3	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0167-0163	1764	381.333	672671	341	672671	219.596	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
4	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0169-0212	1856	369.445	685690	326	685690	230.635	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
5	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0161-0268	1667	356.194	593776	324	593776	207.023	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
6	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0135-0320	1264	324.032	409577	304	409577	157.241	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
7	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0130-0374	1325	357.598	473818	324	473818	165.394	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
8	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0147-0444	1537	410.186	630456	351	630456	192.84	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
9	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0385-0429	1835	287.12	526865	287	526865	228.461	background		1mM->1mM->1mM	plate7	T2
10	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0397-0342	1461	286.667	418820	287	418820	181.831	background		1mM->1mM->1mM	plate7	T2
11	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0392-0188	1298	286.798	372264	287	372264	161.086	background		1mM->1mM->1mM	plate7	T2
1	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0178-0058	1571	340.321	534645	312	534645	195.504	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
2	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0179-0122	1804	380.81	686981	340	686981	226.207	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
3	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0177-0167	1775	373.423	662825	341	662825	221.563	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
4	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0171-0213	1697	407.775	691994	366	691994	211.106	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
5	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0160-0274	1473	335.832	494681	310	494681	183.808	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
6	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0161-0325	1545	342.005	528397	320	528397	192.193	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
7	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0171-0379	1739	369.859	643185	338	643185	217.706	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
8	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0183-0428	1763	370.054	652405	324	652405	219.107	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
9	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0383-0403	1381	286.909	396222	287	396222	171.586	background		1mM->1mM->1mM	plate8	T2
10	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0404-0268	1375	286.75	394281	287	394281	170.732	background		1mM->1mM->1mM	plate8	T2
11	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0392-0186	1650	287.048	473629	287	473629	205.064	background		1mM->1mM->1mM	plate8	T2
