number	plate	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	PLATE	DAY
1	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0159-0056	1401	303.236	424834	296	424834	174.07	seedling9	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0149-0109	1302	300.333	391033	295	391033	162.125	seedling10	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
3	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0164-0159	1674	303.418	507922	297	507922	208.303	seedling11	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0150-0213	1383	299.738	414537	295	414537	171.671	seedling12	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
5	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0124-0256	1018	296.151	301482	293	301482	126.349	seedling13	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0164-0319	1590	300.635	478009	295	478009	197.977	seedling14	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0159-0367	1628	301.985	491632	296	491632	202.924	seedling15	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
8	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0156-0427	1684	304.413	512631	298	512631	209.964	seedling16	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0378-0408	1406	287.424	404118	287	404118	175.047	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0389-0339	1472	287.207	422769	287	422769	183.33	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N2_luc.tif:0379-0264	1461	287.138	419509	287	419509	181.302	background	pNRT2.1:LUC	1mM->0mM->1mM	plate2	T2
1	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0156-0064	1467	302.053	443112	294	443112	183.118	seedling17	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0169-0105	1666	303.807	506143	296	506143	207.841	seedling18	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
3	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0134-0160	1283	297.914	382224	293	382224	160.008	seedling19	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0164-0216	1660	300.777	499289	296	499289	206.485	seedling20	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
5	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0159-0281	1517	300.345	455624	294	455624	188.506	seedling21	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0156-0324	1449	304.549	441291	298	441291	180.191	seedling22	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0135-0374	1155	302.487	349373	296	349373	143.909	seedling23	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
8	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0139-0431	1266	301.927	382239	294	382239	157.433	seedling24	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0369-0410	1335	286.541	382532	287	382532	166.251	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0377-0303	1321	286.189	378056	286	378056	164.181	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N3_luc.tif:0387-0171	1320	286.37	378009	286	378009	163.388	background	pNRT2.1:LUC	1mM->0mM->1mM	plate3	T2
1	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0160-0060	1372	320.632	439907	305	439907	170.254	seedling25	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0147-0109	1262	311.642	393292	301	393292	156.476	seedling26	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0140-0204	1199	306.01	366906	299	366906	148.829	seedling28	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0145-0315	1292	315.946	408202	302	408202	160.717	seedling30	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0128-0368	1064	299.271	318424	293	318424	132.03	seedling31	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0360-0422	1242	287.751	357387	288	357387	154.215	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0366-0335	1240	287.512	356515	288	356515	153.748	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N4_luc.tif:0394-0270	1329	287.31	381835	287	381835	165.262	background	pNRT2.1:LUC	1mM->0mM->1mM	plate4	T2
1	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0147-0065	1205	306.894	369807	295	369807	149.967	seedling33	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
2	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0191-0121	1957	373.699	731329	341	731329	243.748	seedling34	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
3	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0167-0169	1664	390.959	650556	340	650556	207.661	seedling35	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
4	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0136-0219	1052	298.471	313992	294	313992	130.934	seedling36	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
5	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0139-0270	1105	309.859	342394	300	342394	137.562	seedling37	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
6	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0176-0331	1697	374.643	635770	336	635770	211.251	seedling38	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
7	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0180-0387	1749	467.277	817268	401	817268	217.229	seedling39	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
8	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0173-0446	1659	411.074	681972	347	681972	206.907	seedling40	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
9	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0401-0425	1305	287.71	375461	288	375461	162.343	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
10	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0394-0289	1347	287.412	387144	287	387144	167.86	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
11	20230726_AV_30_starvation_T2_1mM_1mM_N5_luc.tif:0388-0217	1334	287.433	383436	287	383436	166.134	background	pNRT2.1:LUC	1mM->1mM->1mM	plate5	T2
1	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0167-0062	1637	371.051	607411	330	607411	203.558	seedling41	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
2	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0151-0115	1452	370.913	538565	328	538565	180.795	seedling42	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
3	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0163-0177	1664	435.283	724311	381	724311	206.521	seedling43	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
4	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0125-0218	1019	311.884	317810	300	317810	126.142	seedling44	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
5	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0141-0268	1330	358.31	476552	327	476552	165.277	seedling45	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
6	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0155-0324	1646	375.174	617537	338	617537	205.418	seedling46	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
7	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0127-0378	1098	303.521	333266	293	333266	136.207	seedling47	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
8	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0161-0422	1711	395.334	676417	346	676417	213.369	seedling48	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
9	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0371-0441	1583	287.315	454819	287	454819	196.719	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
10	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0365-0366	1342	287.292	385546	287	385546	167.067	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
11	20230726_AV_30_starvation_T2_1mM_1mM_N6_luc.tif:0390-0161	1502	287.094	431215	287	431215	187.096	background	pNRT2.1:LUC	1mM->1mM->1mM	plate6	T2
1	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0141-0057	1100	336.419	370061	311	370061	137.267	seedling49	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
2	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0158-0105	1505	380.165	572148	339	572148	187.748	seedling50	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
3	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0167-0163	1764	381.333	672671	341	672671	219.596	seedling51	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
4	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0169-0212	1856	369.445	685690	326	685690	230.635	seedling52	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
5	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0161-0268	1667	356.194	593776	324	593776	207.023	seedling53	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
6	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0135-0320	1264	324.032	409577	304	409577	157.241	seedling54	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
7	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0130-0374	1325	357.598	473818	324	473818	165.394	seedling55	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
8	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0147-0444	1537	410.186	630456	351	630456	192.84	seedling56	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
9	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0385-0429	1835	287.12	526865	287	526865	228.461	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
10	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0397-0342	1461	286.667	418820	287	418820	181.831	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
11	20230726_AV_30_starvation_T2_1mM_1mM_N7_luc.tif:0392-0188	1298	286.798	372264	287	372264	161.086	background	pNRT2.1:LUC	1mM->1mM->1mM	plate7	T2
1	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0178-0058	1571	340.321	534645	312	534645	195.504	seedling57	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
2	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0179-0122	1804	380.81	686981	340	686981	226.207	seedling58	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
3	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0177-0167	1775	373.423	662825	341	662825	221.563	seedling59	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
4	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0171-0213	1697	407.775	691994	366	691994	211.106	seedling60	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
5	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0160-0274	1473	335.832	494681	310	494681	183.808	seedling61	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
6	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0161-0325	1545	342.005	528397	320	528397	192.193	seedling62	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
7	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0171-0379	1739	369.859	643185	338	643185	217.706	seedling63	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
8	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0183-0428	1763	370.054	652405	324	652405	219.107	seedling64	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
9	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0383-0403	1381	286.909	396222	287	396222	171.586	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
10	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0404-0268	1375	286.75	394281	287	394281	170.732	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
11	20230726_AV_30_starvation_T2_1mM_1mM_N8_luc.tif:0392-0186	1650	287.048	473629	287	473629	205.064	background	pNRT2.1:LUC	1mM->1mM->1mM	plate8	T2
1	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0172-0069	1619	304.015	492200	296	492200	201.194	seedling65	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0165-0126	1510	296.541	447777	291	447777	187.863	seedling66	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
3	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0160-0167	1669	299.343	499604	293	499604	208.451	seedling67	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0159-0214	1711	299.368	512219	293	512219	212.506	seedling68	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
5	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0155-0271	1672	296.9	496416	292	496416	207.85	seedling69	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0157-0315	1799	299.515	538827	294	538827	224.682	seedling70	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0131-0381	1309	293.272	383893	290	383893	162.726	seedling71	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
8	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0170-0433	1855	300.879	558130	294	558130	230.849	seedling72	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0388-0403	1627	285.714	464857	286	464857	202.586	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0390-0245	1353	285.564	386368	286	386368	167.867	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N9_luc.tif:0391-0159	1442	285.606	411844	286	411844	179.222	background	pNRT2.1:LUC	1mM->0mM->0mM	plate9	T2
1	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0161-0073	1512	301.237	455470	294	455470	188.322	seedling73	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0150-0105	1464	298.333	436760	293	436760	182.069	seedling74	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
3	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0141-0158	1308	298.761	390779	293	390779	162.606	seedling75	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0144-0214	1378	298.994	412014	293	412014	171.155	seedling76	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
5	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0158-0263	1674	301.864	505320	294	505320	208.704	seedling77	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0149-0312	1612	298.653	481428	294	481428	200.958	seedling78	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0156-0373	1683	301.871	508049	295	508049	209.575	seedling79	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
8	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0135-0413	1395	300.563	419285	293	419285	173.297	seedling80	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0373-0435	1821	285.731	520317	286	520317	226.59	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0400-0223	1678	285.555	479162	286	479162	208.373	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N10_luc.tif:0371-0151	1520	285.518	433988	285	433988	188.884	background	pNRT2.1:LUC	1mM->0mM->0mM	plate10	T2
1	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0160-0065	1654	300.935	497747	294	497747	205.795	seedling81	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0148-0100	1409	297.83	419643	292	419643	175.372	seedling82	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
3	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0135-0167	1293	299.005	386613	293	386613	160.784	seedling83	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0138-0212	1337	296.087	395868	291	395868	165.948	seedling84	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
5	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0159-0264	1717	299.86	514860	293	514860	213.884	seedling85	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0156-0321	1769	302.073	534368	295	534368	220.319	seedling86	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0127-0367	1234	296.031	365302	291	365302	153.166	seedling87	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
8	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0135-0419	1372	304.786	418167	296	418167	170.993	seedling88	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0367-0438	1524	285.441	435012	285	435012	189.314	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0413-0332	1424	285.263	406214	285	406214	177.05	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N11_luc.tif:0386-0217	1376	285.076	392265	285	392265	171.07	background	pNRT2.1:LUC	1mM->0mM->0mM	plate11	T2
1	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0139-0067	1072	291.374	312353	288	312353	132.549	seedling89	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
2	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0134-0109	1124	295.46	332097	290	332097	139.22	seedling90	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
3	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0164-0167	1686	304.248	512962	297	512962	209.854	seedling91	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
4	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0146-0222	1429	299.615	428150	293	428150	177.297	seedling92	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
5	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0141-0278	1304	300.145	391389	294	391389	161.744	seedling93	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
6	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0163-0325	1618	306.22	495464	297	495464	201.777	seedling94	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
7	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0135-0382	1198	295.614	354145	290	354145	148.928	seedling95	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
8	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0120-0430	1060	297.991	315870	291	315870	131.398	seedling96	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
9	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0360-0435	1518	285.034	432681	285	432681	189.015	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
10	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0374-0360	1705	284.948	485836	285	485836	212.594	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
11	20230726_AV_30_starvation_T2_1mM_0mM_N12_luc.tif:0349-0256	1270	284.914	361841	285	361841	158.185	background	pNRT2.1:LUC	1mM->0mM->0mM	plate12	T2
